Name,FF_bin_degree,FF_bin_in_degree,FF_bin_out_degree,FF_volume_in,FF_volume_out,FF_bin_betweeness,FF_bin_closeness,FF_bin_pagerank,FF_bin_c_size,FF_bin_c_density,FF_bin_c_hierarchy,FF_bin_c_index,AT_bin_degree,AT_bin_in_degree,AT_bin_out_degree,AT_bin_betweeness,AT_bin_closeness,AT_bin_pagerank,AT_bin_c_size,AT_bin_c_density,AT_bin_c_hierarchy,AT_bin_c_index,AT_volume_in,AT_volume_out,RT_volume_in,RT_volume_out
hockey,0.030303030303,0.0121212121212,0.0181818181818,273.0,536.0,2.96009331694e-06,0.291843202669,0.00100170846577,0.151121270136,0.027846928927,0.00128423872946,0.180252437793,0.0424242424242,0.030303030303,0.0121212121212,5.18420984611e-05,0.265680837954,0.00260067386497,0.03491787808,0.00027458629865,6.23700319205e-07,0.0351930880789,1015.0,363.0,343.0,296.0
teaching,0.309090909091,0.157575757576,0.151515151515,7174.0,6353.0,0.0134660970911,0.489398601399,0.00481790786301,0.0575887233935,0.0387577929256,0.0124398622164,0.108786378536,0.109090909091,0.0484848484848,0.0606060606061,0.00229250001803,0.351426242869,0.00196119877873,0.116265359768,0.0188123334817,0.00298964898976,0.13806734224,2440.0,2585.0,1678.0,1129.0
filmfestival,0.133333333333,0.0363636363636,0.0969696969697,2809.0,6867.0,0.00100086677452,0.466435617169,0.00302063073383,0.112115959314,0.0828356810266,0.0214980604546,0.216449700795,0.0969696969697,0.0363636363636,0.0606060606061,0.0068509503973,0.336612021858,0.00246666234266,0.168575875524,0.0626360230527,0.0177326420429,0.248944540619,2689.0,3585.0,1305.0,1966.0
ceo,1.07272727273,0.581818181818,0.490909090909,32750.0,26274.0,0.0499560364592,0.616490486258,0.023127710486,0.0204408146622,0.0349244568893,0.0165860956205,0.0719513671719,0.357575757576,0.187878787879,0.169696969697,0.0232697885171,0.404882629108,0.0118519843612,0.0666336580568,0.0595122495215,0.0171300402023,0.143275947781,10439.0,14464.0,3678.0,3193.0
automotive,0.254545454545,0.0969696969697,0.157575757576,3875.0,6996.0,0.00543671016445,0.490909090909,0.00317071520902,0.0547870490404,0.043141853455,0.00928063233503,0.107209534831,0.109090909091,0.0363636363636,0.0727272727273,0.00439126341695,0.353153153153,0.00198081913253,0.0989286699192,0.0216092484918,0.00316083618399,0.123698754595,1868.0,3271.0,710.0,1198.0
horror,0.169696969697,0.0606060606061,0.109090909091,2478.0,5502.0,0.000501515768858,0.466435617169,0.00308184581911,0.0824060150376,0.0771194293962,0.0214428433174,0.180968287751,0.0848484848485,0.030303030303,0.0545454545455,0.000375454568991,0.313144517066,0.00285746608903,0.273451561605,0.0922818186706,0.0272932227628,0.393026603039,2128.0,3435.0,903.0,969.0
jazz,0.139393939394,0.0363636363636,0.10303030303,1057.0,3121.0,0.0159353512305,0.466435617169,0.00158696413824,0.0651393551808,0.0427788953129,0.00992058165747,0.117838832151,0.0545454545455,0.0181818181818,0.0363636363636,0.000589602668853,0.289201877934,0.00152683376261,0.272189940906,0.0373846195631,0.00284548432644,0.312420044796,773.0,2296.0,301.0,743.0
sport_football,0.169696969697,0.127272727273,0.0424242424242,5708.0,1226.0,0.017136806325,0.357425944842,0.00818254358136,0.0235097884883,0.0116308533073,0.00174396445195,0.0368846062475,0.218181818182,0.145454545455,0.0727272727273,0.0414808483225,0.340600315956,0.0190083183449,0.0914182062038,0.0114517672735,0.00195717345358,0.104827146931,7208.0,4878.0,2222.0,783.0
sailing,0.0848484848485,0.0242424242424,0.0606060606061,980.0,2016.0,4.10610166708e-06,0.451859504132,0.00140557634802,0.150538947346,0.101691608174,0.0273207783997,0.279551333919,0.00606060606061,0.0,0.00606060606061,0.0,0.26047595815,0.000903614457831,1.0,0.0,0.0,1.0,0,198.0,54.0,238.0
wedding,0.187878787879,0.0666666666667,0.121212121212,2879.0,5007.0,0.000204196931177,0.465071770335,0.00246943913003,0.0740336441515,0.0415323775561,0.0114663899286,0.127032411636,0.10303030303,0.0121212121212,0.0909090909091,0.00064163130037,0.345512820513,0.00123058709089,0.0945466383453,0.0528493001478,0.0180956068915,0.165491545385,914.0,4099.0,211.0,450.0
investor,0.309090909091,0.175757575758,0.133333333333,8563.0,6673.0,0.002204258265,0.477641277641,0.00827020162909,0.0652953779241,0.0390621651202,0.00785190069948,0.112209443744,0.193939393939,0.0727272727273,0.121212121212,0.00730700556949,0.376265270506,0.00856562320116,0.149455236157,0.0671565348518,0.0141825315004,0.230794302509,4849.0,10788.0,2568.0,3073.0
literacy,0.206060606061,0.0666666666667,0.139393939394,4149.0,8224.0,0.000209130619621,0.486405337781,0.00298189378368,0.094792082956,0.0505077298666,0.0120293489021,0.157329161725,0.115151515152,0.0424242424242,0.0727272727273,0.00353577169009,0.365733672604,0.00189594969882,0.118889445881,0.053389115228,0.0114562901109,0.18373485122,2010.0,6428.0,980.0,2066.0
comedy_funny,0.824242424242,0.763636363636,0.0606060606061,36033.0,2754.0,0.0260507451239,0.396644751757,0.0527263447248,0.00581668474901,0.00205849464801,0.000220791565878,0.0080959709629,0.460606060606,0.333333333333,0.127272727273,0.0633004074495,0.370446735395,0.0325794451434,0.0379656557595,0.0222418798558,0.00550473415432,0.0657122697697,18541.0,6357.0,5525.0,1160.0
baking,0.175757575758,0.0727272727273,0.10303030303,4954.0,6045.0,5.82118061474e-05,0.463715875961,0.00326441662193,0.145502552981,0.0832972614147,0.0178360162818,0.246635830677,0.133333333333,0.0424242424242,0.0909090909091,0.00889681690825,0.356658395368,0.00338299129288,0.27531626729,0.211928306,0.0483094870908,0.535554060381,4435.0,8368.0,1027.0,1113.0
mobile_smartphone,0.169696969697,0.0727272727273,0.0969696969697,2893.0,4575.0,0.00188888664935,0.459695218077,0.00385069492081,0.0958570529385,0.0667588314356,0.0127384670064,0.17535435138,0.345454545455,0.266666666667,0.0787878787879,0.0184916553196,0.353153153153,0.0110935810482,0.0295123508696,0.0126045230617,0.00214341283978,0.0442602867711,12044.0,4540.0,1118.0,788.0
university,0.10303030303,0.0606060606061,0.0424242424242,2950.0,2037.0,0.000152721337116,0.39467629145,0.00232026543455,0.142994203216,0.0782026140779,0.0131729330124,0.234369750306,0.109090909091,0.0545454545455,0.0545454545455,0.00593578014287,0.340600315956,0.00198687121823,0.101913410698,0.0448286769013,0.00642328752921,0.153165375129,2355.0,3152.0,1637.0,953.0
rapper,0.206060606061,0.127272727273,0.0787878787879,5926.0,4129.0,0.00304649532901,0.402669735328,0.0177658941801,0.0682074843952,0.0321916051654,0.00669475095466,0.107093840515,0.157575757576,0.115151515152,0.0424242424242,0.00310363468763,0.295747599451,0.0262301849199,0.0412378644933,0.0199590520802,0.00386293165502,0.0650598482285,10527.0,2451.0,1100.0,1150.0
democrat,0.2,0.133333333333,0.0666666666667,5966.0,3867.0,0.000202031537305,0.457053291536,0.00686258132424,0.103891987961,0.045116887961,0.00614924126098,0.155158117183,0.127272727273,0.0787878787879,0.0484848484848,0.00156693010301,0.328158295282,0.0169946783439,0.145444020586,0.10681882338,0.0210800742546,0.273342918221,6074.0,3640.0,6280.0,476.0
banking,0.109090909091,0.0424242424242,0.0666666666667,1262.0,3588.0,2.63742375716e-05,0.45057944888,0.00235583666751,0.123882410458,0.0625340603257,0.010718770042,0.197135240826,0.109090909091,0.0424242424242,0.0666666666667,0.00338224247642,0.341409342835,0.00418730655549,0.106774120075,0.0520902358209,0.00923089530432,0.1680952512,1331.0,4597.0,313.0,1580.0
architecture,0.230303030303,0.109090909091,0.121212121212,4932.0,4861.0,0.00183074591205,0.476211213936,0.00334004028214,0.078961001461,0.0409191543804,0.011424631624,0.131304787465,0.10303030303,0.0363636363636,0.0666666666667,0.00422946788782,0.36388185654,0.0026012386184,0.149742889895,0.0335515927654,0.00762146293842,0.190915945599,2257.0,2997.0,1086.0,1091.0
motorcycle,0.0848484848485,0.0242424242424,0.0606060606061,1065.0,1894.0,0.00132834142215,0.451859504132,0.00141325835468,0.152383920794,0.0662917342434,0.00855556399346,0.227231219031,0.030303030303,0.0121212121212,0.0181818181818,0.00049403081018,0.280729166667,0.00175926835878,0.38091640471,0.0217142746723,0.00033837154912,0.402969050931,516.0,854.0,130.0,382.0
gardening,0.412121212121,0.181818181818,0.230303030303,9248.0,11929.0,0.000964137544742,0.50654313839,0.00531215145839,0.0439979809454,0.046099384158,0.0158545868701,0.105951951973,0.0606060606061,0.0181818181818,0.0424242424242,0.00036267426495,0.33194765204,0.0011625837389,0.227717880375,0.0660228902729,0.0154922415175,0.309233012165,965.0,1851.0,416.0,1380.0
branding,0.993939393939,0.466666666667,0.527272727273,25895.0,30887.0,0.0345450684864,0.636218181818,0.0155837458777,0.0250618067045,0.0397906626479,0.0178011787655,0.0826536481179,0.2,0.0545454545455,0.145454545455,0.00273682313555,0.398153277932,0.00367867599515,0.128604092757,0.0747097080897,0.0229959760997,0.226309776946,5346.0,12320.0,1145.0,2931.0
energy,0.733333333333,0.339393939394,0.393939393939,17559.0,20980.0,0.01936351835,0.572138652714,0.0103170305875,0.0374880030411,0.0421465011799,0.0168021244614,0.0964366286824,0.109090909091,0.0363636363636,0.0727272727273,0.00135769201712,0.359333333333,0.00209632623813,0.158741715478,0.117045070231,0.0278944295588,0.303681215267,3726.0,5635.0,2513.0,1628.0
politics_news,1.03636363636,0.775757575758,0.260606060606,46523.0,12354.0,0.0722375019639,0.521490312966,0.0450179932973,0.0137126567196,0.0145334949518,0.00528796802937,0.0335341197008,0.793939393939,0.690909090909,0.10303030303,0.0761307797172,0.361139028476,0.0883684253686,0.0211581629298,0.00904123606997,0.00171360424788,0.0319130032477,66671.0,7123.0,9074.0,4608.0
mac_iphone,0.0969696969697,0.0484848484848,0.0484848484848,1937.0,1884.0,0.00117184679457,0.448040973111,0.00388911017093,0.164307826259,0.105581086171,0.0269983474829,0.296887259913,0.115151515152,0.0787878787879,0.0363636363636,0.00315136021799,0.311785972523,0.00695135288732,0.168321640643,0.102019926408,0.0252846695747,0.295626236626,4934.0,2909.0,1708.0,1485.0
college,0.151515151515,0.0606060606061,0.0909090909091,2637.0,5397.0,0.00271947627277,0.470575578268,0.00252951768261,0.110336723022,0.0617403940967,0.0128598156364,0.184936932755,0.115151515152,0.030303030303,0.0848484848485,0.00592853467663,0.358437240233,0.00150157724434,0.103789691951,0.0517426780628,0.00902647930905,0.164558849323,1167.0,4875.0,1298.0,1833.0
publishing_literature,0.454545454545,0.254545454545,0.2,14301.0,11461.0,0.00808043299673,0.50333716916,0.00915997680279,0.0543078517143,0.039839229955,0.010947357516,0.105094439185,0.224242424242,0.0909090909091,0.133333333333,0.0302250829899,0.398153277932,0.00677815827307,0.0984142911786,0.073836296423,0.0176575291683,0.18990811677,9537.0,12900.0,6218.0,1691.0
skateboarding,0.0606060606061,0.0121212121212,0.0484848484848,1216.0,1878.0,8.18968600243e-05,0.38418972332,0.00157720077299,0.228485059182,0.0639978429752,0.0131414626268,0.305624364784,0.0666666666667,0.0181818181818,0.0484848484848,0.0128343449453,0.30323488045,0.00319852752956,0.25991125699,0.00791228557652,0.00184522298376,0.26966876555,2079.0,2465.0,613.0,363.0
agriculture,0.284848484848,0.127272727273,0.157575757576,5446.0,7222.0,0.00042260040373,0.480527327657,0.00362856820878,0.053851082001,0.0484840608975,0.0142032933737,0.116538436272,0.121212121212,0.0242424242424,0.0969696969697,0.00174045747232,0.38024691358,0.00135878380958,0.0836697165926,0.0364019226962,0.0107207094782,0.130792348767,1287.0,5600.0,1078.0,1001.0
insurance,0.151515151515,0.0424242424242,0.109090909091,1574.0,4495.0,0.00153642461965,0.471971944969,0.00172761149885,0.0871171998211,0.0556540998969,0.0104405606431,0.153211860361,0.0727272727273,0.0121212121212,0.0606060606061,0.000253087542069,0.33194765204,0.00115466259375,0.111134742753,0.0316186003547,0.00409430599918,0.146847649107,321.0,2402.0,196.0,586.0
php,0.0181818181818,0.00606060606061,0.0121212121212,117.0,471.0,0.0,0.364804003336,0.000977478821303,0.327308644546,0.0382637290555,0.0024777230127,0.368050096615,0.0909090909091,0.0242424242424,0.0666666666667,0.00233001022583,0.315897435897,0.00174859458868,0.139812183519,0.170611323149,0.0678088579703,0.378232364638,1079.0,3539.0,253.0,1511.0
sociology,0.121212121212,0.0242424242424,0.0969696969697,957.0,3823.0,0.000214261051202,0.466435617169,0.00138614799249,0.0981867876963,0.0378161229701,0.00777937365666,0.143782284323,0.0606060606061,0.0121212121212,0.0484848484848,0.00105264974726,0.340600315956,0.0011812920516,0.148980240174,0.0484424076335,0.00919277474251,0.20661542255,679.0,2785.0,1120.0,2600.0
jokes,0.145454545455,0.0848484848485,0.0606060606061,2472.0,2156.0,0.000982679784332,0.454441558442,0.00588827372029,0.0885904837639,0.0258648595343,0.00251493188724,0.116970275185,0.0484848484848,0.0121212121212,0.0363636363636,8.4710924422e-06,0.311785972523,0.00355033818075,0.367229417472,0.039517625238,0.00584923459707,0.412596277307,634.0,2068.0,2033.0,673.0
multimedia,0.115151515152,0.0424242424242,0.0727272727273,1592.0,3332.0,0.000170040854136,0.457053291536,0.00248944579181,0.154030623726,0.027305699185,0.00431192004234,0.185648242953,0.0848484848485,0.0242424242424,0.0606060606061,0.00102265186264,0.344684252598,0.0036996239958,0.160027888625,0.0355891762417,0.0073893620898,0.203006426956,1396.0,4944.0,1906.0,1781.0
religion,0.206060606061,0.0787878787879,0.127272727273,2587.0,4999.0,0.00726038250516,0.473376623377,0.00286011739494,0.0633119698413,0.0445094507663,0.0120484797506,0.119869900358,0.0727272727273,0.0181818181818,0.0545454545455,0.000895175602355,0.33194765204,0.00109942240609,0.136989007025,0.0483614875969,0.00536273095432,0.190713225576,810.0,3181.0,812.0,777.0
innovation,0.593939393939,0.327272727273,0.266666666667,15148.0,13468.0,0.0078926657983,0.526670680313,0.0096406945422,0.0316331986875,0.0378987554061,0.0129094388572,0.0824413929508,0.290909090909,0.151515151515,0.139393939394,0.0414449622622,0.403745318352,0.00628654281206,0.0519296372569,0.0377622510427,0.0111847455063,0.100876633806,8173.0,9455.0,3340.0,2574.0
dating,0.30303030303,0.0969696969697,0.206060606061,3985.0,7866.0,0.000250610853334,0.495497026338,0.00286511760382,0.0481126933437,0.0450179337415,0.0125551329376,0.105685760023,0.115151515152,0.00606060606061,0.109090909091,0.000425495310948,0.38431372549,0.000992258813154,0.0679554165258,0.0387864638549,0.00894831493797,0.115690195319,241.0,4256.0,163.0,804.0
racing,0.0181818181818,0.0121212121212,0.00606060606061,572.0,116.0,3.41686317296e-05,0.263772048847,0.00116281545736,0.0284275283937,0.0,0.0,0.0284275283937,0.115151515152,0.0424242424242,0.0727272727273,0.0206916386691,0.332716049383,0.0024617754337,0.0930896100812,0.0142908483062,0.00372001188424,0.111100470272,2007.0,3312.0,528.0,442.0
biology,0.121212121212,0.0484848484848,0.0727272727273,2078.0,2697.0,0.0012372596116,0.419668985368,0.00201249308926,0.10716329048,0.0528588808205,0.0112246211902,0.171246792491,0.10303030303,0.0424242424242,0.0606060606061,0.0128932365366,0.343859649123,0.00240950968882,0.126874293037,0.029125920574,0.00680842439797,0.162808638009,1744.0,2032.0,1227.0,1543.0
highered,0.10303030303,0.0424242424242,0.0606060606061,2700.0,3430.0,0.000303824857,0.457053291536,0.00241577148484,0.162587573749,0.0813923893487,0.0120444269831,0.256024390081,0.157575757576,0.0363636363636,0.121212121212,0.0101868239722,0.388468468468,0.00208745839986,0.0886189740973,0.0382989023088,0.0115491130589,0.138466989465,2345.0,6375.0,1261.0,1206.0
reporter,0.424242424242,0.272727272727,0.151515151515,10883.0,8711.0,0.0145444897265,0.483448466427,0.0128010963051,0.0448252636618,0.0270786635996,0.00490492824405,0.0768088555054,0.224242424242,0.115151515152,0.109090909091,0.0172123773052,0.369494430163,0.0203350997826,0.20994897293,0.0494586625682,0.00619312560693,0.265600761106,4995.0,11160.0,5554.0,3001.0
marketing,1.46666666667,0.739393939394,0.727272727273,67244.0,58431.0,0.214636621708,0.761026533275,0.0411811457258,0.015644503362,0.0260517046966,0.0137567841271,0.0554529921856,0.412121212121,0.248484848485,0.163636363636,0.0540147134763,0.411843361987,0.014742841607,0.0615562808322,0.0371331418981,0.0131476306781,0.111837053408,28418.0,13173.0,3377.0,1479.0
dental,0.0606060606061,0.0121212121212,0.0484848484848,426.0,1588.0,0.0,0.451859504132,0.00113214522415,0.162994095946,0.0459496046561,0.00391365861729,0.212857359219,0.0121212121212,0.0,0.0121212121212,0.0,0.305895085307,0.000903614457831,0.5,0.00544893454496,1.50998698518e-05,0.505464034415,0,654.0,27.0,430.0
guitar,0.175757575758,0.0606060606061,0.115151515152,2078.0,4169.0,0.00707096216461,0.473376623377,0.00197476912222,0.0755116545905,0.0446239888428,0.00760113451951,0.127736777953,0.0242424242424,0.00606060606061,0.0181818181818,0.0,0.269668542839,0.00125804968991,0.358879868876,0.113174701077,0.0113423295308,0.483396899483,178.0,1026.0,254.0,306.0
basketball,0.2,0.145454545455,0.0545454545455,5643.0,2664.0,0.00683220459737,0.393699369937,0.00991633073708,0.0601255981904,0.0157040438712,0.00267724152081,0.0785068835824,0.175757575758,0.139393939394,0.0363636363636,0.00421480280252,0.310439164867,0.0154541908025,0.0733584487535,0.0141735640312,0.0011552033048,0.0886872160895,5413.0,2187.0,1963.0,642.0
poverty,0.284848484848,0.121212121212,0.163636363636,5176.0,8641.0,0.0018230688432,0.487897378695,0.00376496283701,0.0680586547482,0.0464373697197,0.0117099020478,0.126205926516,0.157575757576,0.0484848484848,0.109090909091,0.00790513942629,0.389521228546,0.0022390203717,0.112980542453,0.071722807974,0.0167736345349,0.201476984962,3090.0,9630.0,2363.0,2653.0
drums,0.0484848484848,0.0121212121212,0.0363636363636,331.0,1267.0,4.61936437546e-06,0.335558112773,0.00104155778403,0.188712110413,0.0648624930003,0.00691484080661,0.26048944422,0.0606060606061,0.030303030303,0.030303030303,0.00635088492351,0.278552971576,0.00421433567836,0.196393562629,0.0813572978317,0.0101955808191,0.28794644128,730.0,1799.0,215.0,498.0
cycling,0.0545454545455,0.0484848484848,0.00606060606061,1386.0,122.0,0.000242032939117,0.311871657754,0.00246730307914,0.0579442794926,0.0,0.0,0.0579442794926,0.0606060606061,0.0424242424242,0.0181818181818,0.00390209892319,0.281278538813,0.00387902273261,0.251806217302,0.0235318020237,0.000726104450553,0.276064123776,2358.0,801.0,896.0,276.0
realitytv,0.193939393939,0.127272727273,0.0666666666667,4901.0,3236.0,0.000315567319926,0.396644751757,0.00752736176576,0.0510741991231,0.0300584213966,0.00590528685182,0.0870379073715,0.248484848485,0.139393939394,0.109090909091,0.015422343961,0.36388185654,0.0176217033576,0.0588863714197,0.0646050038593,0.0215095109694,0.145000886248,8613.0,5977.0,977.0,1158.0
anthropology,0.127272727273,0.0424242424242,0.0848484848485,1896.0,3545.0,0.00227308696159,0.465071770335,0.00191042400219,0.119534843391,0.0483796849183,0.0221947955218,0.190109323831,0.139393939394,0.0363636363636,0.10303030303,0.0162318029403,0.38431372549,0.00194295506213,0.0867145151902,0.0403206298945,0.0124143465805,0.139449491665,1693.0,4908.0,1338.0,2908.0
rugby,0.0181818181818,0.0,0.0181818181818,0,517.0,0.0,0.2922400044,0.000903614457831,0.346101036706,0.092615604726,0.00651863306653,0.445235274498,0.030303030303,0.0121212121212,0.0181818181818,0.000234417191678,0.282383759005,0.0014984575891,0.228406977572,0.0576809074713,0.00858867920813,0.294676564251,470.0,855.0,199.0,189.0
realestate,1.10909090909,0.533333333333,0.575757575758,32057.0,36823.0,0.0631941341401,0.665500190186,0.0199655838312,0.017845789813,0.0326770153235,0.0174801778664,0.0680029830029,0.0545454545455,0.00606060606061,0.0484848484848,1.84774575018e-06,0.331182795699,0.00101396473408,0.173969249371,0.0465497305533,0.0058938668735,0.226412846798,116.0,3938.0,171.0,557.0
theatre_theater,0.0848484848485,0.0242424242424,0.0606060606061,814.0,2430.0,0.000452434315668,0.402669735328,0.00126434276127,0.107236769086,0.0375618195106,0.00642652781892,0.151225116416,0.10303030303,0.0363636363636,0.0666666666667,0.0087651107986,0.32445447705,0.00241332594606,0.12817188097,0.0356810085836,0.00654775127073,0.170400640825,1217.0,3911.0,685.0,567.0
vegetarian,0.369696969697,0.157575757576,0.212121212121,6977.0,9672.0,0.000379442618022,0.500171526587,0.00394408172404,0.0392169029702,0.0455936399548,0.0148430051929,0.0996535481179,0.10303030303,0.0181818181818,0.0848484848485,0.00118020850747,0.374305555556,0.00110440141279,0.0906074406167,0.0910696869543,0.028410660675,0.210087788246,506.0,3495.0,447.0,1314.0
