Author,Retweet IDs count,Text,Published At,URL,Favorited?,In reply to
AFPS,1,Panetta Assures Karzai of Continued Commitment http://t.co/8t1o8bj,2011-07-11 18:56:38 +0200,http://twitter.com/AFPS_Articles/status/90464527191244800,0,""
Sandra Erwin,2,It's showtime for Panetta - Politico.com  http://politi.co/kQ70Rr,2011-06-09 14:25:10 +0200,http://twitter.com/NationalDefense/status/78799797179527168,0,""
The New York Times,23,Panetta Warns Military Over Afghanistan Misconduct http://t.co/hxX2kIYu,2012-05-05 03:03:05 +0200,http://twitter.com/nytimes/status/198578529103912960,0,""
Veterans Today,1,"Veteran Job Prospects Brighter, Panetta Says http://t.co/fOFhDHf1",2012-03-15 18:16:33 +0100,http://twitter.com/veteranstoday/status/180341729436774400,0,""
Alan Colmes,6,Panetta Eyeing Deep Military Cuts http://t.co/50EaB5bD #p2,2011-11-07 02:29:31 +0100,http://twitter.com/AlanColmes/status/133355366036676608,0,""
Savannah Guthrie,5,The president called Panetta Monday to offer him the SecDef job. Panetta accepted Tuesday.,2011-04-27 14:14:37 +0200,http://twitter.com/SavannahGuthrie/status/63214465302282240,0,""
AllMilitaryNews,1,(Military Avenue) Panetta Praises Military Professionals for Bin Laden Raid: Panetta Praises Military ... http://t.co/BdYHV4qQ #Military,2012-05-03 01:20:50 +0200,http://twitter.com/AllMilitaryNews/status/197828021745496064,0,""
AllMilitaryNews,1,"(Military Avenue) Panetta Reaffirms Partnership, Friendship With Chile: Panetta Reaffirms Partnership,... http://t.co/TzpJB8Mq #Military",2012-04-27 04:16:24 +0200,http://twitter.com/AllMilitaryNews/status/195697877136318465,0,""
Combined Arms Center,1,Secretary of Defense Leon E. Panetta visits Defense Language Institute Foreign Language Center.  Panetta states... http://t.co/lH7tcpz,2011-08-24 18:11:13 +0200,http://twitter.com/usacac/status/106398163178487808,0,""
AllMilitaryNews,1,(Military Avenue) Panetta Believes Dover Punishment Appropriate: Panetta Believes Dover Punishment App... http://t.co/aNizF0vi #Military,2012-05-23 00:10:03 +0200,http://twitter.com/AllMilitaryNews/status/205057967341576192,0,""
AllMilitaryNews,1,(Military Avenue) Panetta Thanks Central Asian Nations for Distribution Network: Panetta Thanks Centra... http://t.co/xo7nZpKE #Military,2012-05-22 00:06:46 +0200,http://twitter.com/AllMilitaryNews/status/204694749683253248,0,""
AllMilitaryNews,1,(Military Avenue) Panetta Meets With United Kingdom Counterpart: Panetta Meets With United Kingdom Cou... http://t.co/jIoJMERD #Military,2012-05-21 02:10:15 +0200,http://twitter.com/AllMilitaryNews/status/204363440523984896,0,""
AllMilitaryNews,1,(Military Avenue) Panetta Praises Posthumous Medal of Honor Recipient: Panetta Praises Posthumous Meda... http://t.co/gq0FzExy #Military,2012-05-18 00:09:49 +0200,http://twitter.com/AllMilitaryNews/status/203245969419153409,0,""
AllMilitaryNews,1,"(Military Avenue) Panetta Salutes Military Spouses, Mothers, Grandmothers: Panetta Salutes Military Sp... http://t.co/8kkPP6Pq #Military",2012-05-12 00:14:03 +0200,http://twitter.com/AllMilitaryNews/status/201072704584028160,0,""
Scott Rasmussen,3,29% View New Defense Secretary Panetta Favorably... http://t.co/6gunWzGO,2011-12-05 19:28:18 +0100,http://twitter.com/RasmussenPoll/status/143758612441989120,0,""
Drudge Report,5,Panetta makes unannounced trip to angry Afghanistan... http://t.co/jbIYoKr2,2012-03-14 13:40:34 +0100,http://twitter.com/Drudge_Report/status/179909889525682178,0,""
NPR Politics,4,New Defense Secretary Panetta Sizes Up Afghanistan http://n.pr/mWsSRs,2011-07-10 15:57:11 +0200,http://twitter.com/nprpolitics/status/90056978138804225,0,""
NPR Politics,4,"Fresh From The CIA, Panetta Lands In Afghanistan http://n.pr/njd4UM",2011-07-09 14:55:47 +0200,http://twitter.com/nprpolitics/status/89679137714876416,0,""
NPR Politics,14,Senate Approves Leon Panetta As Pentagon Chief http://n.pr/lLY3ZQ,2011-06-22 01:45:28 +0200,http://twitter.com/nprpolitics/status/83319655816630272,0,""
The Hill,6,"Candid Panetta gives White House headaches #tcot @DEFCONHill
http://t.co/dNc2fzrt",2012-02-05 14:29:58 +0100,http://twitter.com/thehill/status/166151582587682816,0,""
HuffPost Politics,4,Defense Secretary Leon Panetta defends slimmed-down military budget plan http://t.co/4e1II1pD,2012-02-14 14:54:50 +0100,http://twitter.com/HuffPostPol/status/169419331145449472,0,""
CNN Political Ticker,11,Romney blasts Panetta after Afghanistan announcement - http://t.co/fHsbcdx0,2012-02-02 04:51:00 +0100,http://twitter.com/PoliticalTicker/status/164918717275308034,0,""
The Washington Post,14,Afghan man who crashed truck near Panetta plane dies http://t.co/OK7mDWg6,2012-03-15 08:22:48 +0100,http://twitter.com/washingtonpost/status/180192306421440512,0,""
The New York Times,23,Afghan Driver Who Crashed Truck Near Panetta Plane Dies http://t.co/b4ry9DnY,2012-03-15 07:05:37 +0100,http://twitter.com/nytimes/status/180172883107131394,0,""
The New York Times,19,Panetta Visits Afghanistan in Aftermath of Massacre http://t.co/6oLr54wc,2012-03-14 08:06:48 +0100,http://twitter.com/nytimes/status/179825894817415168,0,""
The New York Times,30,Panetta Ends Probation of Marines’ F-35 Fighter Jet http://t.co/HgfKVAgj,2012-01-28 21:53:13 +0100,http://twitter.com/nytimes/status/163364026930307073,0,""
The New York Times,29,Panetta Credits Pakistani Doctor in Bin Laden Raid http://t.co/OPiDGWgn,2012-01-28 19:58:01 +0100,http://twitter.com/nytimes/status/163335034965733377,0,""
NPR News,20,"Vehicle Explodes On Airfield In Afghanistan, Where Panetta Landed http://t.co/YmSY2MP9",2012-03-14 17:55:20 +0100,http://twitter.com/nprnews/status/179974003526602753,0,""
NPR News,6,Panetta Lands In Afghanistan To Meet With Leaders http://t.co/SGkSZ9z5,2012-03-14 10:43:06 +0100,http://twitter.com/nprnews/status/179865225825222656,0,""
NYTimes Politics,1,Panetta Safe After Nearby Truck Crash at Afghan Base http://t.co/krOovt7e,2012-03-15 02:25:31 +0100,http://twitter.com/nytimespolitics/status/180102393688625152,0,""
NPR News,7,Panetta Outlines Risks For U.S. Involvement In Syria http://t.co/UzY1vNYe,2012-03-07 17:50:52 +0100,http://twitter.com/nprnews/status/177436162774929410,0,""
NYTimes Politics,3,The Caucus: Panetta Warns Iran: 'We Will Act' http://t.co/p1n7LgLw,2012-03-06 18:59:15 +0100,http://twitter.com/nytimespolitics/status/177090984046379009,0,""
NBC Politics,3,"NYT: In new strategy, Panetta plans even smaller army http://t.co/OGDylK59",2012-01-05 06:42:02 +0100,http://twitter.com/NBCPolitics/status/154799798803906560,0,""
NYTimes Politics,2,Panetta Credits Pakistani Doctor in Bin Laden Raid http://t.co/PHjydjO5,2012-01-29 04:57:44 +0100,http://twitter.com/nytimespolitics/status/163470858671759360,0,""
NYTimes Politics,2,Panetta Ends Probation of Marines’ F-35 Fighter Jet http://t.co/kfooPdBj,2012-01-21 04:28:17 +0100,http://twitter.com/nytimespolitics/status/160564344667635713,0,""
NBC Politics,7,NBC: Panetta to OK end of military's gay ban http://on.msnbc.com/p9zjAl,2011-07-22 02:27:04 +0200,http://twitter.com/NBCPolitics/status/94201758930313218,0,""
NBC Politics,5,Senate unanimously approves Panetta as Pentagon chief http://on.msnbc.com/iPLn5L,2011-06-21 23:11:03 +0200,http://twitter.com/NBCPolitics/status/83280795816562688,0,""
NPR News,5,Report: Panetta To Unveil Defense Cuts This Week http://t.co/v0TLbfev,2012-01-03 19:04:57 +0100,http://twitter.com/nprnews/status/154261982269284353,0,""
CBS News,17,Defense Sec. Panetta safe after incident at Afghan airfield http://t.co/5z53GSKf,2012-03-14 17:46:35 +0100,http://twitter.com/CBSNews/status/179971801315676160,0,""
Reuters Top News,20,Panetta says massacre must not deter Afghan mission http://t.co/neM4RSyy,2012-03-14 23:13:48 +0100,http://twitter.com/Reuters/status/180054145921843200,0,""
ABC News,9,Panetta Security Scare Suspect Dies of Burns http://t.co/lBNwntjV,2012-03-16 03:12:12 +0100,http://twitter.com/ABC/status/180476528814075905,0,""
ABC News,7,Panetta Security Scare Suspect Dies of Burns http://t.co/duptyjxk,2012-03-16 01:20:01 +0100,http://twitter.com/ABC/status/180448300066029568,0,""
Good Morning America,4,Afghan Who Crashed Truck Where Panetta Landed Dies http://t.co/MiI5icUq,2012-03-15 12:05:18 +0100,http://twitter.com/GMA/status/180248302040793089,0,""
CBS News,5,"Panetta to Marines: ""Look into"" SS flag photo http://t.co/RNybjYyp",2012-02-10 19:32:42 +0100,http://twitter.com/CBSNews/status/168039704686641152,0,""
Reuters Top News,23,Pentagon not planning for more budget cuts: Panetta http://t.co/hV3GCWBK,2012-02-17 00:57:29 +0100,http://twitter.com/Reuters/status/170295766890459136,0,""
Reuters Top News,88,Panetta believes Israel may strike Iran this spring: reports http://t.co/lY0v0jOQ,2012-02-03 04:49:50 +0100,http://twitter.com/Reuters/status/165280811761930241,0,""
Reuters Top News,29,Panetta faces tough NATO meeting after budget shift http://t.co/QW2i72vH,2012-02-01 07:24:11 +0100,http://twitter.com/Reuters/status/164594879102586882,0,""
msnbc Breaking News,8,"LIVE VIDEO: Obama, Panetta discuss defense budget http://t.co/tUWqXcTz",2012-01-05 16:34:16 +0100,http://twitter.com/msnbc_breaking/status/154948837277057024,0,""
Guardian news,5,Afghan who crashed truck where Panetta landed dies http://t.co/qdPMUVji,2012-03-15 07:53:10 +0100,http://twitter.com/guardiannews/status/180184850920251392,0,""
Slate,4,Panetta makes surprise visit to Afghanistan: http://t.co/LvX3Sy1r via @Slatest,2012-03-14 17:38:44 +0100,http://twitter.com/Slate/status/179969826192764928,0,""
Sky News,10,'Car Bomb Attack' As Panetta Lands In Afghanistan http://t.co/duV7H1Sd,2012-03-14 22:08:07 +0100,http://twitter.com/SkyNews/status/180037617239330816,0,""
Sky News,6,'Car Bomb' As Panetta Lands In Afghanistan http://t.co/duV7H1Sd,2012-03-14 17:11:07 +0100,http://twitter.com/SkyNews/status/179962873555070976,0,""
NewsHour,2,Panetta to unveil plan for military cuts http://t.co/i4pQnLf1,2012-01-03 22:00:03 +0100,http://twitter.com/NewsHour/status/154306050068189184,0,""
Bloomberg News,8,Panetta said to offer revamped U.S. defense strategy | http://t.co/sWVujzrV,2012-01-03 20:45:09 +0100,http://twitter.com/BloombergNews/status/154287200287195136,0,""
CNN International,3,NATO Libya work may go on: Panetta http://t.co/iSoTAYBs,2011-10-25 15:11:53 +0200,http://twitter.com/cnni/status/128821080122068992,0,""
msnbc.com,1,Stolen truck crashes on Afghan runway; Panetta unhurt http://t.co/J9IUiygA,2012-03-14 18:59:03 +0100,http://twitter.com/msnbc/status/179990036014571520,0,""
msnbc.com,17,Marines asked to disarm before Panetta speech http://t.co/CeEjwUyo,2012-03-14 15:48:02 +0100,http://twitter.com/msnbc/status/179941967176798209,0,""
msnbc.com,3,"LIVE VIDEO: Obama, Panetta discuss defense budget http://t.co/hKExd6cz",2012-01-05 16:30:04 +0100,http://twitter.com/msnbc/status/154947780937400320,0,""
Daily Telegraph News,4,Afghanistan shooting: Leon Panetta flies in for surprise visit http://t.co/mDs4pBFL,2012-03-14 11:16:05 +0100,http://twitter.com/TelegraphNews/status/179873525610463232,0,""
FOX News Radio,1,Def. Sec. Leon Panetta avoids an attack in Afghanistan  http://t.co/8n6EVWFT,2012-03-15 01:06:55 +0100,http://twitter.com/foxnewsradio/status/180082614911238145,0,""
JTA | Jewish news,1,"Live blogging AIPAC, Leon Panetta and the candidates http://t.co/whScHzvJ",2012-03-06 16:08:43 +0100,http://twitter.com/JTAnews/status/177048066652774403,0,""
JTA | Jewish news,2,Barak to meet with Panetta in Washington http://t.co/F1A5JA44,2012-02-27 23:28:17 +0100,http://twitter.com/JTAnews/status/174259585845174273,0,""
Donna Cardillo,1,Panetta Pays Tribute to Military #Nurses in Germany http://t.co/UVCcpFh6,2012-02-03 23:42:09 +0100,http://twitter.com/DonnaCardilloRN/status/165565764831678465,0,""
Democracy Now!,7,NATO Chief Contradicts Panetta on #Afghanistan War Timetable http://t.co/Zo6wdpZ3,2012-02-03 19:00:34 +0100,http://twitter.com/democracynow/status/165494903005134849,0,""
Democracy Now!,15,"Panetta Invokes Korea, Iran Dispute in ""Warfare"" Scenario http://t.co/QwJGzBeD",2012-01-06 20:30:02 +0100,http://twitter.com/democracynow/status/155370560396853250,0,""
Huffington Post,10,Leon Panetta issues apology for Afghanistan soldier photos   http://t.co/j6wvVGxC,2012-04-18 19:42:02 +0200,http://twitter.com/HuffingtonPost/status/192669330423562241,0,""
Jerusalem Post News,4,Panetta doubts Iran's ability to build drone copy http://t.co/PBDnDOCF,2012-04-23 19:33:31 +0200,http://twitter.com/Jerusalem_Post/status/194479124381827074,0,""
Israel News,1,#BreakingNews Panetta warns N. Korea against further provocation http://t.co/DtCiBuZd,2012-04-24 23:03:55 +0200,http://twitter.com/IsraelNewsNow/status/194894462143565824,0,""
William Daroff,2,Panetta concerned Israel months from striking Iran http://t.co/XlJjlHDm (via @summify),2012-02-03 15:09:10 +0100,http://twitter.com/Daroff/status/165436669946904576,0,""
The Washington Times,2,Panetta paid $17K for $860K commute to California http://t.co/JYkl2Me4,2012-04-06 16:24:01 +0200,http://twitter.com/washtimes/status/188270842537459712,0,""
The Washington Times,2,Panetta reiterates 'red lines' on Iran http://t.co/D8LVyhut #security,2012-02-16 18:15:39 +0100,http://twitter.com/washtimes/status/170194640992079872,0,""
The Washington Times,1,Panetta says 2013 defense budget to cut land forces http://t.co/J0KDywuK,2012-01-27 15:45:15 +0100,http://twitter.com/washtimes/status/162909034100436992,0,""
The Washington Times,2,Panetta says 2013 defense budget to cut land forces http://t.co/J0KDywuK,2012-01-27 01:14:38 +0100,http://twitter.com/washtimes/status/162689937190293504,0,""
Palm Beach Post,1,Panetta formally ends US war in Iraq http://t.co/kZbKM7QE,2011-12-15 12:07:04 +0100,http://twitter.com/pbpost/status/147271450879987713,0,""
Il Foglio,2,"Attentato a Panetta a Camp Bastion, in Afghanistan  http://t.co/GcjvVZB5",2012-03-14 18:21:29 +0100,http://twitter.com/ilfoglio_it/status/179980582548279298,0,""
The Star,2,China assisting North Korean missile program - Leon Panetta http://t.co/SOL00lPW,2012-04-20 05:05:04 +0200,http://twitter.com/staronline/status/193173407943245824,0,""
Telegraph World News,2,Afghanistan shooting: Leon Panetta flies in for surprise visit http://t.co/6MIwCI6u,2012-03-14 11:05:07 +0100,http://twitter.com/TelegraphWorld/status/179870766303674368,0,""
The Vancouver Sun,1,Accord with Kabul signals long-term U.S. role: Panetta http://t.co/NGiIhiqy,2012-04-23 22:39:06 +0200,http://twitter.com/VancouverSun/status/194525828762189824,0,""
ReutersAerospaceNews,2,Panetta reassures European allies over defense cuts http://t.co/10OwCj7s,2012-02-05 17:45:10 +0100,http://twitter.com/ReutersAero/status/166200702799060992,0,""
Aero-News Network,1,Panetta Nominates Notorious Navy Captain For Admiral http://t.co/2931HXLF via @aeronews,2012-02-22 06:02:30 +0100,http://twitter.com/AeroNews/status/172184465655861248,0,""
U.S. Inst. of Peace,1,Panetta to unveil strategy for future of U.S. military: http://t.co/b8X7LMAH,2012-01-03 14:22:24 +0100,http://twitter.com/USIP/status/154190878758547457,0,""
obsilence.org,1,Historic visit to #Libya by Pentagon chief Panetta http://t.co/trla52hT,2011-12-17 19:12:37 +0100,http://twitter.com/OBSilence/status/148103318579838976,0,""
Anthony Clark Arend,2,Leon Panetta in Libya to Assess Progress of Government: http://t.co/H0S9Jex0,2011-12-17 18:48:47 +0100,http://twitter.com/arenda/status/148097320624455680,0,""
Military.com,3,Panetta to Warn That Bad Press Hurts War Effort: http://t.co/g7YXFZSA,2012-05-01 17:01:53 +0200,http://twitter.com/Militarydotcom/status/197340068971675648,0,""
Military.com,1,Panetta Calls for New Steps to Stop Sex Assaults: http://t.co/2qcYZuuY,2012-04-17 20:31:30 +0200,http://twitter.com/Militarydotcom/status/192319388718874626,0,""
Military.com,2,Panetta Has Paid $17K for $860K Worth of Commuting: http://t.co/uFqCx44Z,2012-04-06 20:02:16 +0200,http://twitter.com/Militarydotcom/status/188325767934001155,0,""
The Joint Staff,3,RT @MC_FP Panetta Announces Initiatives Targeting Sexual Assault: http://t.co/FNWuKbEd,2012-01-19 14:42:50 +0100,http://twitter.com/thejointstaff/status/159994224656392192,0,""
U.S. Pacific Command,1,Panetta Calls South Korea Key U.S. Global Partner  http://t.co/E1P2oKIL,2011-10-26 21:07:31 +0200,http://twitter.com/PacificCommand/status/129272966730104832,0,""
The Joint Staff,4,Transcript: #HASC Testimony with Secretary Panetta and Gen. @Martin_Dempsey http://t.co/LHSbf5zt,2011-10-14 23:20:00 +0200,http://twitter.com/thejointstaff/status/124957651196063744,0,""
Military.com,3,Vehicle Explodes on Afghan Runway; Panetta Safe: http://t.co/XI708cjY,2012-03-15 12:30:52 +0100,http://twitter.com/Militarydotcom/status/180254734383456256,0,""
Military Avenue,1,MilitaryAvenue: Panetta Plans Visit to Amphibious Assault Ship http://t.co/lIOTBwAe #SOT,2012-03-28 19:12:59 +0200,http://twitter.com/MilitaryAvenue/status/185051873106075648,0,""
Military.com,2,Panetta Tells Afghans That US Remains Committed: http://t.co/bE5j3maF,2012-03-14 13:30:44 +0100,http://twitter.com/Militarydotcom/status/179907412952743936,0,""
Military.com,1,"Clinton, Panetta Reaffirm US Support for Israel: http://t.co/Wv6vjNjY",2012-03-01 23:01:45 +0100,http://twitter.com/Militarydotcom/status/175340070981730304,0,""
Military Avenue,2,MilitaryAvenue: Panetta Welcomes Chinese Vice President to Pentagon http://t.co/VBhBzmQG #SOT,2012-02-15 19:19:06 +0100,http://twitter.com/MilitaryAvenue/status/169848222880247809,0,""
U.S. Marines,8,Panetta Dedicates New Bethesda Military Medical Center  #Marines #SemperFi http://t.co/JOiZblQ2,2011-11-10 18:30:00 +0100,http://twitter.com/USMC/status/134684244122419201,0,""
Military.com,3,Obama and Panetta Roll Out Defense Strategy: http://t.co/MYm4aLb6,2012-01-05 23:01:37 +0100,http://twitter.com/Militarydotcom/status/155046315984818177,0,""
Military Avenue,1,MilitaryAvenue: Panetta Announces Fiscal 2013 Budget Priorities http://t.co/RTNzkZdd #SOT,2012-01-26 21:33:28 +0100,http://twitter.com/MilitaryAvenue/status/162634281095675904,0,""
Military.com,1,Panetta First DoD Chief to Visit Libya: http://t.co/5YLAAotW,2011-12-17 20:01:38 +0100,http://twitter.com/Militarydotcom/status/148115652723474432,0,""
Military.com,1,Panetta Said Intel Operations Will Go On: http://t.co/AhhYSwOg,2011-12-15 02:01:59 +0100,http://twitter.com/Militarydotcom/status/147119174307692544,0,""
Military Avenue,1,MilitaryAvenue: Panetta Thanks Fort Bliss Neighbors for Support http://t.co/XJXimD9K #SOT,2012-01-13 16:09:55 +0100,http://twitter.com/MilitaryAvenue/status/157841812579549185,0,""
