Author,Retweet IDs count,Text,Published At,URL,Favorited?,In reply to
Geertjan Wielenga,4,"Swedish ministry of defence usage of Java, Swing, and NetBeans Platform as their #rcp: http://blogs.sun.com/geertjan/date/20100205",2010-02-05 09:18:34 +0100,http://twitter.com/GeertjanW/status/8669279804,0,""
Geertjan Wielenga,1,"French ministry of defence uses Java, Swing, and NetBeans Platform as their #rcp: http://blogs.sun.com/geertjan/date/20100204",2010-02-04 09:13:56 +0100,http://twitter.com/GeertjanW/status/8624475957,0,""
Netlaw Media ,1,Judges accuse Ministry of Defence of stifling challenges over treatment of detainees - http://bit.ly/jcSRVH,2011-05-13 10:31:29 +0200,http://twitter.com/netlawmedia/status/68956518988513280,0,""
Yusuke Kawasaki,2,"Photo: Developing Spherical Aircraft at Technical R&D Institute, Ministry of Defence of #Japan. via YouTube... http://tumblr.com/x4x2y5o7gi",2011-06-11 16:42:17 +0200,http://twitter.com/kawanet/status/79559081244884992,0,""
Mike Auerbach,0,DynPort #Vaccine Company Awarded UK Ministry of Defence Contract for Plague #Vaccine Work http://bit.ly/d1VROf,2010-09-29 15:07:14 +0200,http://twitter.com/PharmProEditor/status/25880861958,0,""
Daniel Fischer,0,"RT @mpoppel: REU: LAUNCH TOOK PLACE AT 0739 LOCAL TIME - SOUTH KOREA DEFENCEMINISTRY",2012-04-13 01:05:26 +0200,http://twitter.com/cosmos4u/status/190576390331052032,0,""
Enivronment Updates,0,ENS: India's Defence Ministry to Incinerate Bhopal Toxic Waste http://bit.ly/o5i6rB Full http://bit.ly/qo2DIy,2011-08-08 23:11:35 +0200,http://twitter.com/EnvironUpdates/status/100675545645326336,0,""
Jigar Mehta,1,RT @mosireen: A map of the marches to the Ministry of Defence tomorrow: http://t.co/k0NhHlIY,2012-02-10 02:24:10 +0100,http://twitter.com/jigarmehta/status/167780864808329218,0,""
Raw File,0,"UK Ministry of Defence pays £1.3m compensation to Afghans for death, injury and damage - http://t.co/WluHoDG",2011-03-29 04:33:44 +0200,http://twitter.com/rawfileblog/status/52559032954785792,0,""
Prof Engineering,0,News: Verbal battle between Public Accounts Committee and Ministry of Defence over armoured vehicle procurement http://t.co/92qMkSA8,2011-12-09 18:36:40 +0100,http://twitter.com/profeng/status/145195169711529984,0,""
CaSE,1,CaSE Blog - Ministry of Defence R&D budget spared cash cuts http://bit.ly/9KQsEg #scienceisvital #scicuts #scipolicy #scivote,2010-11-10 11:52:47 +0100,http://twitter.com/sciencecampaign/status/2312709450235904,0,""
Guardian Law ,1,Judges accuse Ministry of Defence of stifling challenges over treatment of detainees http://gu.com/p/2p3ae/tf,2011-05-12 15:33:24 +0200,http://twitter.com/GdnLaw/status/68670110428172288,0,""
MEN Media News Desk,1,Warrington soldier among six killed in Afghanistan bomb blast named by Ministry of Defence http://t.co/nrCCy0wT,2012-03-08 11:27:12 +0100,http://twitter.com/MENnewsdesk/status/177701998882336768,0,""
Times of India,3,India 'watchful' of China's rising military profile: Defence ministry - http://t.co/GZ2lhVIM,2012-04-09 17:55:07 +0200,http://twitter.com/timesofindia/status/189380931524632576,0,""
Times of India,4,Defence ministry official's death: Note blames 2 senior Army officers - : http://t.co/ZOrCvzco,2012-04-01 06:49:45 +0200,http://twitter.com/timesofindia/status/186314384702832641,0,""
The Vancouver Sun,1,Afghan soldiers arrested over Defence Ministry plot: New York Times http://t.co/5xamg6cj,2012-03-28 04:01:07 +0200,http://twitter.com/VancouverSun/status/184822394446286849,0,""
Aero-News Network,0,"Sikorsky, Brunei Ministry Of Defence Sign Deal For S-70i Black Hawks http://t.co/PlP6SIIh via @aeronews",2011-12-11 07:52:00 +0100,http://twitter.com/AeroNews/status/145757709571063808,0,""
Aviation Updates,0,"CBI seeks documents on aircraft deal from BSF, Defence Ministry  http://t.co/WSpLk52C",2012-03-25 07:58:40 +0200,http://twitter.com/AviationUpdates/status/183795012251811840,0,""
AviationNews.us,0,Bombardier's Global 5000 Jet Handed Over for Operation With the German Ministry of Defence http://t.co/yT8alNNE,2011-09-22 14:22:24 +0200,http://twitter.com/aviationnewsus/status/116849826032910337,0,""
Lockheed Martin,10,Wind farm-friendly radars: How the UK Ministry of Defence hit a breakthrough │ http://t.co/rpzC9tk1 (via @guardianeco),2012-01-16 21:28:46 +0100,http://twitter.com/LockheedMartin/status/159009219905986560,0,""
Daren S.,0,RT @SkyNewsBreak: AP: Lithuania's Defence Ministry says French NATO jet has crashed midair with Lithuanian plane,2011-08-30 10:48:39 +0200,http://twitter.com/ShotgunF15E/status/108461114278412289,0,""
AviationSafety,0,Brazilian Ministry of Defence details #AF447 search activity; no ELT signal captured yet (in Portuguese: http://is.gd/LL1t,2009-06-01 22:20:09 +0200,http://twitter.com/AviationSafety/status/1995341653,0,""
Boeing Defense,0,"#Boeing, #Netherlands Ministry of Defence Sign Maintenance, Repair and Overhaul Agreement: http://bit.ly/9M247w @defensie",2010-11-04 16:14:48 +0100,http://twitter.com/BoeingDefense/status/29675292336,0,""
ICIP,0,"UK Ministry of Defence pays £100,000 to family of drowned Iraqi teenager - http://www.guardian.co.uk/world/201… (cont) http://deck.ly/~RsaL2",2011-07-22 07:42:34 +0200,http://twitter.com/ICIPeace/status/94281156408770560,0,""
Child Soldier Relief,0,"UK's Ministry of Defence wastes tens of millions of pounds recruiting ""child soldiers"" (UKPA) http://cot.ag/i6yzqU",2011-03-24 19:20:09 +0100,http://twitter.com/ChildSoldier/status/50985268207026176,0,""
JP,7,"The Ministry of Defence Advises (not Instructs) Military to disable ""Facebook Places"" http://tinyurl.com/38ad4k7",2010-10-02 12:10:08 +0200,http://twitter.com/milblogging/status/26162934180,0,""
military news,0,Soldier from 3rd Regiment Royal Horse Artillery killed in Afghanistan: Ministry of Defence http://bit.ly/dhv6As,2010-06-08 21:21:20 +0200,http://twitter.com/militaryworld/status/15726769234,0,""
military news,0,Two soldiers from 1st Battalion The Mercian Regiment killed in Afghanistan: Ministry of Defence http://bit.ly/cO5Sv9,2010-06-06 04:41:05 +0200,http://twitter.com/militaryworld/status/15527702820,0,""
Sandra Erwin,0,U.K. Ministry of Defence releases new industrial policy white paper - http://t.co/G3pvtn3t,2012-02-01 20:22:54 +0100,http://twitter.com/NationalDefense/status/164790848205234178,0,""
Ministry of Defence,8,News: Dr Liam Fox outlines reform of the Ministry of Defence http://bit.ly/cBByAp,2010-08-13 11:38:33 +0200,http://twitter.com/DefenceHQ/status/21051009103,0,""
EnergyBoom,0,British Ministry of Defence Withdraws its Objections to Offshore Wind Farms After Receiving Gift http://bit.ly/bOwZG7,2010-04-13 23:18:50 +0200,http://twitter.com/EnergyBoom/status/12124775263,0,""
EnergyBoom,0,British Ministry of Defence Withdraws its Objections to Offshore Wind Farms After Receiving Gift http://bit.ly/bFYcMG,2010-04-13 22:42:02 +0200,http://twitter.com/EnergyBoom/status/12123257515,0,""
Building News,2,Ministry of Defence steps up search for private sector partner http://t.co/ObeTLkjH,2012-03-29 15:48:34 +0200,http://twitter.com/BuildingNews/status/185362818860720128,0,""
British Army,54,"The Ministry of Defence announces that six soldiers are missing, believed killed in Afghanistan  http://t.co/rEldUjDq",2012-03-07 13:05:18 +0100,http://twitter.com/BritishArmy/status/177364298299998208,0,""
BlackBerryCool,0,The British Ministry of Defence Warns Foursquare Will Make You Dance With Terrorists http://bit.ly/lfngY2,2011-06-15 18:37:16 +0200,http://twitter.com/BlackBerryCool/status/81037566169726976,0,""
Mikko Hypponen,29,Chinese Ministry of Defence has RDP open to the world according to VPN Hunter: http://t.co/G3WKPJXK,2012-03-23 11:29:57 +0100,http://twitter.com/mikko/status/183138509123620864,0,""
Support Our Troops,0,"RT @ The Ministry of Defence Advises (not Instructs) Military to disable ""Facebook Places"" http://ow.ly/19fZ5I",2010-10-02 14:27:28 +0200,http://twitter.com/SPT_Our_Troops/status/26169915785,0,""
Bridget Ayers,0,UK Ministry of Defence admits that it’s “too old” to keep up with hackers http://t.co/KLW0HkYj,2012-05-04 02:48:11 +0200,http://twitter.com/BridgetAyers/status/198212391673139200,0,""
The Real Sabu,0,RT @GianlucaMezzo: #Anonymous has attacked the website of the Italian Ministry of Defence http://t.co/Fke2b95u #OperationItaly #OpItaly,2012-01-12 16:45:52 +0100,http://twitter.com/anonymouSabu/status/157488473924837376,0,""
George Huba,0,BBC: Warning over defence science cuts - The Ministry of Defence must invest in science and technology now or suffer... http://t.co/YmcqCoIj,2012-04-03 14:42:22 +0200,http://twitter.com/DrHubaEvaluator/status/187158098132209665,0,""
National Archives UK,5,New batch of UFO files from the Ministry of Defence released by The National Archives http://ht.ly/2ljw8 #archives #ufos,2010-08-05 10:10:46 +0200,http://twitter.com/UkNatArchives/status/20371971058,0,""
Owen Gibson,0,"RT @RobHarrisUK: BREAKING: UK's Ministry of Defence announces there will be 13,500 troops on duty at @london2012 Olympics",2011-12-15 14:56:52 +0100,http://twitter.com/owen_g/status/147314181874520064,0,""
Breaking News,0,RT @BreakingNewsUK: Former News International CEO Rebekah Brooks questioned about alleged payments to UK Ministry of Defence officials - @PA,2012-03-21 18:09:06 +0100,http://twitter.com/BreakingNews/status/182514183487754241,0,""
BBC Breaking News,31,"Third French soldier dies after being shot by gunman on motorbike in #Montauban, France, defence ministry says http://t.co/YZJBBO0u",2012-03-15 18:11:07 +0100,http://twitter.com/BBCBreaking/status/180340360218804225,0,""
Sky News Newsdesk,19,War veterans lose right to launch damage claims against Ministry of Defence for radiation in the 1950s,2012-03-14 10:42:36 +0100,http://twitter.com/SkyNewsBreak/status/179865103032791041,0,""
BBC Breaking News,41,UK Ministry of Defence official Edward Devenney charged with breach of Official Secrets Act - Met Police. Details soon: http://t.co/zU7x4iWj,2012-03-08 08:09:59 +0100,http://twitter.com/BBCBreaking/status/177652365112000512,0,""
BBC Breaking News,82,"Surrey Police officer, member of UK armed forces and Ministry of Defence employee among 8 arrested over alleged bribes http://t.co/m6D8dito",2012-02-11 11:39:38 +0100,http://twitter.com/BBCBreaking/status/168283040722845697,0,""
Sky News Newsdesk,53,Teenage soldier killed after being shot during an exercise at Ministry of Defence training ground in Kent,2011-09-15 15:21:42 +0200,http://twitter.com/SkyNewsBreak/status/114328035431415808,0,""
BBC Breaking News,84,"All crew on hijacked Italian ship freed by special forces. 11 #Somali pirates captured, Italian Defence Ministry says http://t.co/ZOU1HiqV",2011-10-11 15:22:50 +0200,http://twitter.com/BBCBreaking/status/123750407221682176,0,""
BBC Breaking News,95,"British special forces storm Italian cargo ship hijacked by #Somali pirates, Italian Defence Ministry says More soon: http://t.co/3HsypfkO",2011-10-11 15:10:25 +0200,http://twitter.com/BBCBreaking/status/123747281781534721,0,""
BBC Breaking News,84,"US born Muslim cleric Anwar al-Awlaki, leading Al Qaeda figure, has been killed -  Yemeni Defence Ministry says  http://t.co/3HsypfkO",2011-09-30 10:50:38 +0200,http://twitter.com/BBCBreaking/status/119695636349194240,0,""
BBC News (World),28,"Surrey Police officer, member of UK armed forces and Ministry of Defence employee among 8 arrested over alleged bribes http://t.co/0264Pgz5",2012-02-11 11:39:38 +0100,http://twitter.com/BBCWorld/status/168283044233478145,0,""
Daily Telegraph News,19,Rebekah Brooks was today questioned about payments to Ministry of Defence officials  as she answered bail over allegations of phone-hacking,2012-03-21 17:54:38 +0100,http://twitter.com/TelegraphNews/status/182510541581991936,0,""
Daily Telegraph News,6,"Up to 13,500 military personnel are to help provide security during the Olympics, Ministry of Defence say",2011-12-15 15:33:45 +0100,http://twitter.com/TelegraphNews/status/147323462095081472,0,""
Graham Linehan,0,RT @BreakingNewsUK: Former News International CEO Rebekah Brooks questioned about alleged payments to UK Ministry of Defence officials - @PA,2012-03-21 18:11:36 +0100,http://twitter.com/Glinner/status/182514810414575617,0,""
Microsoft Europe,1,RT @EduGonzalezL The Spanish Ministry of Defence migrates its mail to Microsoft's #cloud http://t.co/dLyW3yPq @MSCloud @MSFTnews @Defensagob,2012-02-23 10:21:40 +0100,http://twitter.com/MSEurope/status/172612074587963392,0,""
PlaneTalking,1,Captain Rupert Bowers killed in Afghanistan: It is with sadness that the Ministry of Defence must confirm that C... http://t.co/cygseDsL,2012-03-22 19:44:34 +0100,http://twitter.com/Plane_Talking/status/182900594166607872,0,""
PlaneTalking,1,Six soldiers believed killed in Helmand: It is with great sadness that the Ministry of Defence must announce tha... http://t.co/f6glUZei,2012-03-07 11:16:04 +0100,http://twitter.com/Plane_Talking/status/177336807770439680,0,""
PlaneTalking,0,Senior Aircraftman Ryan Tomlin killed in Afghanistan: It is with great sadness that the Ministry of Defence must... http://t.co/4s3n2uaA,2012-02-14 21:24:29 +0100,http://twitter.com/Plane_Talking/status/169517387731845121,0,""
PlaneTalking,0,Airman from Royal Air Force Regiment killed in Afghanistan: It is with sadness that the Ministry of Defence must... http://t.co/Mm66TeUv,2012-02-13 18:21:13 +0100,http://twitter.com/Plane_Talking/status/169108881065259008,0,""
PlaneTalking,0,Lance Corporal Gajbahadur Gurung killed in Afghanistan: It is with sadness that the Ministry of Defence must con... http://t.co/B7Wf0ADJ,2012-01-28 21:45:51 +0100,http://twitter.com/Plane_Talking/status/163362169835110400,0,""
PlaneTalking,0,Signaller Ian Sartorius-Jones dies in Afghanistan: It is with sadness that the Ministry of Defence must confirm ... http://t.co/u3u2o20J,2012-01-25 21:15:53 +0100,http://twitter.com/Plane_Talking/status/162267467236909057,0,""
PlaneTalking,0,Captain Tom Jennings killed in Afghanistan: It is with great sadness that the Ministry of Defence must confirm t... http://t.co/cMJcqSlC,2011-12-29 15:55:45 +0100,http://twitter.com/Plane_Talking/status/152402430204706816,0,""
PlaneTalking,0,Royal Marine killed today in Afghanistan: It is with great sadness that the Ministry of Defence must confirm tha... http://t.co/Ffb6kkUz,2011-12-22 18:36:10 +0100,http://twitter.com/Plane_Talking/status/149906085266980864,0,""
PlaneTalking,2,Soldier from 5 RIFLES killed in Afghanistan: It is with great sadness that the Ministry of Defence must announce... http://t.co/fCubq8t1,2011-11-27 15:12:46 +0100,http://twitter.com/Plane_Talking/status/140795200263032832,0,""
PlaneTalking,0,Private Thomas Christopher Lake killed in Afghanistan: It is with great sadness that the Ministry of Defence mus... http://t.co/RKAAiOdp,2011-11-22 12:11:49 +0100,http://twitter.com/Plane_Talking/status/138937722424410112,0,""
PlaneTalking,0,Lance Corporal Peter Eustace killed in Afghanistan: It is with sadness that the Ministry of Defence must confirm... http://t.co/zRUcCYkB,2011-11-17 17:49:33 +0100,http://twitter.com/Plane_Talking/status/137210777038880768,0,""
Gabriella Coleman,9,RT @ItsKahuna: RT @nagoul1: TANO DOWN AGAIN &gt;  http://t.co/wtebwjsX &lt; Egyptian Ministry of Defence website taken down by @EgyptAnonops,2012-02-07 05:10:24 +0100,http://twitter.com/BiellaColeman/status/166735537082871808,0,""
Feministing,1,Explosives expert becomes second British woman to die in Afghanistan conflict: The British Ministry of Defence r... http://bit.ly/f2dHCD,2011-04-21 20:20:56 +0200,http://twitter.com/feministing/status/61132325756481537,0,""
Kris Freedain,0,RT @kaepora: Anonymous's defacement of the Syrian Ministry of Defence is the most beautiful hack I have ever seen. http://t.co/C9iOYFL,2011-08-08 07:23:42 +0200,http://twitter.com/mindonly/status/100437003904098304,0,""
Talk Islam (.info),0,Ministry of Defence refuses to disclose any details of its investigations into the shooting of innocent Afghan civ... http://bit.ly/cCxoZI,2010-10-03 16:45:41 +0200,http://twitter.com/talkislam/status/26272254630,0,""
David Campbell,6,The military effect of Xmas. RT @guardiantech: Ministry of Defence forced to update its war games for Xbox generation http://t.co/Nrg4GtBK,2011-12-29 12:11:51 +0100,http://twitter.com/davidc7/status/152346083446628352,0,""
Erica Lyons,0,"Israel Ministry of Defence presents donations (30 boats, 187 life vests and 1,000 sets of medical supplies) to Thailand http://t.co/tv2GwJR9",2011-11-08 05:41:34 +0100,http://twitter.com/AsianJewishLife/status/133766083097280512,0,""
engineer_update,1,UK MoD integrates training simulation programs: The Ministry of Defence is using a new system to run its separat... http://t.co/F5BJdpGU,2011-09-29 16:01:58 +0200,http://twitter.com/engineer_update/status/119411599839735808,0,""
NCE Magazine,0,NCE Exclusive: MoD seeks SMEs for maintenance projects: The Ministry of Defence (MoD) is seeking SMEs to help de... http://bit.ly/pJivyk,2011-07-14 01:46:52 +0200,http://twitter.com/ncemagazine/status/91292541739212800,0,""
engineer_update,0,MoD awards £52m worth of contracts: The Ministry of Defence has awarded sub-contracts worth over £52M for a wide.. http://bit.ly/LZH58,2009-09-07 16:55:20 +0200,http://twitter.com/engineer_update/status/3819506980,0,""
engineer_update,0,Typhoon deal: The Ministry of Defence has ordered 40 multi-role Typhoon fighter-bombers for the RAF in a deal es.. http://bit.ly/AkxJR,2009-07-31 17:21:30 +0200,http://twitter.com/engineer_update/status/2952695635,0,""
Times of India,16,Just in: Dasault Rafale wins the $10.4 billion 126 MMRCA deal from the defence ministry beating Eurofighter.,2012-01-31 12:50:55 +0100,http://twitter.com/timesofindia/status/164314713407238144,0,""
PlaneTalking,0,Guardsman Michael Roland killed in Afghanistan: It is with sadness that the Ministry of Defence must confirm the... http://t.co/A7zP1Ibj,2012-04-28 21:31:05 +0200,http://twitter.com/Plane_Talking/status/196320653287239680,0,""
Aviation Today,0,U.K. Extends UAS Support Contract: Thales said the U.K. Ministry of Defence (MoD) has extended its H-450 unmanne.. http://tinyurl.com/cvjjj7,2009-04-27 16:34:44 +0200,http://twitter.com/aviationtoday/status/1629273313,0,""
Flight Airlines,0,Polish state considers Tu-154 fate after chartering LOT jets: Poland's defence ministry is considering the future ... http://bit.ly/d9gG50,2010-06-17 14:22:22 +0200,http://twitter.com/FG_Airlines/status/16384018244,0,""
Justice and Care,0,Sri Lanka's new Coast Guard will also counter human trafficking - Ministry of Defence (press release): Sri Lank.. http://bit.ly/bLcacf,2010-03-21 05:08:58 +0100,http://twitter.com/justiceandcare/status/10805484300,0,""
Pepe J C,0,RT @maafa: Indian Defence Ministry Bans Israeli Military Industries For 10 Years For ... - Just International http://t.co/NiFnFYWj #Gaza ...,2012-03-10 04:01:20 +0100,http://twitter.com/thereisawayjose/status/178314567129120768,0,""
financial news,0,"Soldiers killed in compound attack: An Afghan soldier has opened fire inside the Defence Ministry compound, kill... http://bit.ly/fQQc2p",2011-04-18 12:34:02 +0200,http://twitter.com/financial2b/status/59927659253207040,0,""
