Project,Community,Person_ID,Place_on_list,Shared_Language,Other_language,FF_bin_deg,FF_bin_in_deg,FF_bin_out_deg,FF_vol_in,FF_vol_out,FF_bin_close,FF_bin_page,FF_rec,AT_bin_deg,AT_bin_in_deg,AT_bin_out_deg,AT_bin_close,AT_bin_page,AT_rec,AT_avg,AT_vol_in,AT_vol_out,RT_bin_deg_in,RT_bin_deg_out,RT_vol_in,RT_vol_out,RT_global_vol_in,RT_global_vol_out
584,mobile_smartphone,virginmobileus,84,401,0,0.29,0.13,0.16,13,16,0.540540541,0.0072447,0.45,0.030612245,0.010204082,0.020408163,0.291429863,0.002102926,0,2.333333333,1,6,0.031578947,0,3,0,10,3
584,mobile_smartphone,Androidheadline,45,167,0,0.29,0.15,0.14,15,14,0.531914894,0.00713386,0.933333333,0.010204082,0.010204082,0,0,0.001714524,0,1,1,0,0,0.010526316,0,1,0,2
584,mobile_smartphone,androinica,36,121,0,0.42,0.16,0.26,16,26,0.546448087,0.006547218,0.35483871,0.224489796,0.06122449,0.163265306,0.359733737,0.006225925,0.222222222,2.5,7,48,0.010526316,0.052631579,1,11,7,17
584,mobile_smartphone,wp7dev,15,306,0,0.4,0.23,0.17,23,17,0.546448087,0.010286232,0.739130435,0.12244898,0.030612245,0.091836735,0.344913246,0.005589538,0.2,6,32,40,0.042105263,0.021052632,20,16,30,18
584,mobile_smartphone,htc,1,17,0,0.39,0.27,0.12,27,12,0.431034483,0.014868679,0.3,0.295918367,0.244897959,0.051020408,0.301940448,0.048521665,0.208333333,6.034482759,169,6,0.031578947,0.042105263,5,8,6,19
584,mobile_smartphone,MobileCrunch,10,217,0,0.17,0.17,0,17,0,0,0.006720912,0,0.071428571,0.071428571,0,0,0.004205925,0,7.142857143,50,0,0.042105263,0,6,0,36,0
584,mobile_smartphone,visionmobile,48,457,0,0.78,0.28,0.5,28,50,0.666666667,0.010688707,0.529411765,0.357142857,0.132653061,0.224489796,0.477159776,0.009095454,0.346153846,7.457142857,143,118,0.126315789,0.042105263,48,22,54,22
584,mobile_smartphone,motodev,30,134,0,0.47,0.22,0.25,22,25,0.571428571,0.008779701,0.424242424,0.142857143,0.020408163,0.12244898,0.403911565,0.004727807,0.076923077,3.571428571,2,48,0.031578947,0.052631579,5,7,13,19
584,mobile_smartphone,MillennialMedia,72,1209,0,0.67,0.24,0.43,24,43,0.636942675,0.010049583,0.456521739,0.418367347,0.112244898,0.306122449,0.500499113,0.028980419,0.366666667,15.95121951,156,498,0.042105263,0.021052632,27,2,35,2
584,mobile_smartphone,palm,42,59,0,0.27,0.13,0.14,13,14,0.473933649,0.007513541,0.173913043,0.051020408,0.030612245,0.020408163,0.273269545,0.012156828,0.666666667,2.4,9,3,0.010526316,0,1,0,8,18
584,mobile_smartphone,wpcentral,51,117,0,0.23,0.17,0.06,17,6,0.469483568,0.0121128,0.277777778,0.112244898,0.06122449,0.051020408,0.29997341,0.00631022,0.571428571,1.636363636,12,6,0.031578947,0.031578947,5,16,15,20
584,mobile_smartphone,sprint,65,110,0,0.22,0.22,0,22,0,0,0.012898119,0,0.255102041,0.193877551,0.06122449,0.330078268,0.042876653,0.25,3.48,81,6,0.115789474,0,29,0,52,0
584,mobile_smartphone,mobiadnews,98,109,0,0.11,0.1,0.01,10,1,0.383141762,0.004742012,0.1,0.020408163,0.020408163,0,0,0.00193513,0,2,4,0,0.010526316,0,1,0,1,0
584,mobile_smartphone,symbianguru,85,112,0,0.36,0.17,0.19,17,19,0.552486188,0.006886655,0.636363636,0.173469388,0.040816327,0.132653061,0.375885048,0.004788042,0.214285714,6.176470588,10,95,0.031578947,0.031578947,5,3,5,3
584,mobile_smartphone,mobileactive,52,754,0,0.22,0.11,0.11,11,11,0.505050505,0.005221642,0.375,0.102040816,0.040816327,0.06122449,0.38054478,0.00205068,0.111111111,2.2,8,14,0.010526316,0.021052632,2,2,68,31
584,mobile_smartphone,Symbian,38,88,0,0.49,0.19,0.3,19,30,0.588235294,0.008873657,0.633333333,0.081632653,0.040816327,0.040816327,0.344913246,0.003704595,0.142857143,4.875,29,10,0.052631579,0,12,0,15,0
584,mobile_smartphone,gomonews,33,1247,0,0.51,0.23,0.28,23,28,0.581395349,0.008522756,0.545454545,0.214285714,0.06122449,0.153061224,0.440630798,0.002411401,0.235294118,3.714285714,18,60,0.021052632,0.063157895,7,8,8,8
584,mobile_smartphone,tomiahonen,22,545,0,0.58,0.24,0.34,24,34,0.598802395,0.009014446,0.487179487,0.336734694,0.224489796,0.112244898,0.40039929,0.04589385,0.269230769,13.12121212,375,58,0.021052632,0,4,0,8,0
584,mobile_smartphone,MMAglobal,25,1134,0,0.33,0.15,0.18,15,18,0.546448087,0.006887312,0.571428571,0.244897959,0.06122449,0.183673469,0.442749215,0.002746633,0.2,8.083333333,24,170,0.052631579,0.010526316,10,14,16,16
584,mobile_smartphone,cyanogen,37,9,0,0.4,0.22,0.18,22,18,0.485436893,0.010079606,0.481481481,0.142857143,0.051020408,0.091836735,0.346209913,0.003883684,0.166666667,3.714285714,11,41,0.052631579,0.021052632,6,2,9,7
584,mobile_smartphone,Motorola,19,49,0,0.89,0.38,0.51,38,51,0.67114094,0.016841069,0.459016393,0.153061224,0.12244898,0.030612245,0.306972789,0.013761578,0.153846154,2.2,29,4,0.031578947,0.042105263,6,4,16,18
584,mobile_smartphone,FoneArena,94,179,0,1.03,0.32,0.71,32,71,0.775193798,0.013424917,0.450704225,0.091836735,0.071428571,0.020408163,0.29997341,0.00509042,0.125,2,16,2,0,0.052631579,0,5,0,6
584,mobile_smartphone,noahkravitz,69,23,0,0.33,0.24,0.09,24,9,0.462962963,0.009930906,0.222222222,0.153061224,0.071428571,0.081632653,0.363999355,0.006888532,0.25,3.133333333,33,14,0.010526316,0.073684211,1,7,3,56
584,mobile_smartphone,EricssonLabs,5,959,0,0.89,0.39,0.5,39,50,0.666666667,0.017032957,0.78,0.183673469,0.102040816,0.081632653,0.366899748,0.006478312,0.285714286,4.222222222,58,18,0.063157895,0.094736842,13,23,34,24
584,mobile_smartphone,Wireless_Watch,54,293,0,0.67,0.29,0.38,29,38,0.617283951,0.011418522,0.675,0.183673469,0.040816327,0.142857143,0.403911565,0.003042192,0.125,2.777777778,6,44,0.010526316,0.010526316,1,1,1,1
584,mobile_smartphone,AndroidGuys,16,168,0,0.46,0.19,0.27,19,27,0.549450549,0.008428857,0.314285714,0.193877551,0.091836735,0.102040816,0.348832715,0.004316528,0.1875,2.052631579,23,16,0.031578947,0.010526316,4,1,7,2
584,mobile_smartphone,fring,62,25,0,0.29,0.09,0.2,9,20,0.552486188,0.00488639,0.318181818,0.051020408,0.020408163,0.030612245,0.321999429,0.001849667,0,1,2,3,0,0,0,0,1,0
584,mobile_smartphone,mashablemobile,24,585,0,0.1,0.1,0,10,0,0,0.004465255,0,0.12244898,0.071428571,0.051020408,0.293286104,0.002703801,0,1.75,8,13,0.010526316,0,2,0,15,1
584,mobile_smartphone,engadgetmobile,2,369,0,0.38,0.36,0.02,36,2,0.36101083,0.015418347,0.027027027,0.040816327,0.030612245,0.010204082,0.252306402,0.006364635,0,7.5,29,1,0.042105263,0,38,0,44,4
584,mobile_smartphone,TMobile,35,81,0,0.69,0.36,0.33,36,33,0.598802395,0.018483102,0.864864865,0.346938776,0.224489796,0.12244898,0.368367347,0.030347174,0.259259259,6.411764706,124,94,0.115789474,0.042105263,30,8,39,41
584,mobile_smartphone,BlackBerry,14,31,0,0.39,0.27,0.12,27,12,0.465116279,0.022443162,0.147058824,0.142857143,0.081632653,0.06122449,0.321999429,0.014247698,0.4,32.07142857,37,412,0.021052632,0.052631579,28,13,34,23
584,mobile_smartphone,ovibynokia,57,23,0,0.26,0.15,0.11,15,11,0.5,0.007917334,0.625,0.102040816,0.051020408,0.051020408,0.306972789,0.009314034,0.25,4.2,28,14,0.031578947,0.052631579,3,19,3,20
584,mobile_smartphone,MoMoLondon,70,172,0,0.72,0.31,0.41,31,41,0.628930818,0.014477371,0.565217391,0.183673469,0.051020408,0.132653061,0.407486003,0.003520324,0.2,3.611111111,21,44,0.042105263,0.031578947,22,9,22,9
584,mobile_smartphone,janole,78,43,0,0.24,0.18,0.06,18,6,0.487804878,0.008446576,0.333333333,0.244897959,0.142857143,0.102040816,0.393554858,0.033875122,0.5,4.708333333,76,37,0,0.073684211,0,18,0,41
584,mobile_smartphone,MobileSyrup,81,291,0,0.17,0.06,0.11,6,11,0.418410042,0.003768275,0,0.020408163,0.020408163,0,0,0.001827877,0,2,4,0,0,0.010526316,0,1,5,1
584,mobile_smartphone,BlackBerryDev,80,65,0,0.25,0.13,0.12,13,12,0.507614213,0.007088658,0.25,0.132653061,0.081632653,0.051020408,0.356945104,0.029851878,0.444444444,13.07692308,67,103,0.042105263,0.052631579,4,21,10,43
584,mobile_smartphone,ATT,63,114,0,0.26,0.19,0.07,19,7,0.456621005,0.011328649,0.238095238,0.265306122,0.173469388,0.091836735,0.336101594,0.020912516,0.181818182,10.38461538,190,80,0.084210526,0.031578947,25,3,52,15
584,mobile_smartphone,qtproject,95,66,0,0.19,0.1,0.09,10,9,0.485436893,0.005956673,0.461538462,0.081632653,0.010204082,0.071428571,0.333666075,0.002103886,0.142857143,2.125,4,13,0.042105263,0.031578947,30,12,32,13
584,mobile_smartphone,technokitten,56,236,0,0.49,0.22,0.27,22,27,0.561797753,0.008619001,0.580645161,0.316326531,0.142857143,0.173469388,0.440630798,0.012069803,0.409090909,6.483870968,100,101,0.063157895,0.094736842,14,30,16,35
584,mobile_smartphone,xdadevelopers,44,99,0,0.39,0.16,0.23,16,23,0.505050505,0.00771372,0.21875,0.020408163,0.020408163,0,0,0.001878666,0,1,2,0,0.021052632,0,2,0,11,0
584,mobile_smartphone,mobileindustry,55,536,0,0.5,0.26,0.24,26,24,0.568181818,0.009714387,0.785714286,0.030612245,0.020408163,0.010204082,0.272461055,0.004730568,0.5,3.333333333,9,1,0.042105263,0,25,0,26,0
584,mobile_smartphone,mobilezeitgeist,11,966,0,0.66,0.29,0.37,29,37,0.609756098,0.011545087,0.404255319,0.285714286,0.153061224,0.132653061,0.403911565,0.004443574,0.272727273,2.464285714,35,34,0.063157895,0.105263158,11,17,24,19
584,mobile_smartphone,googlemobileapp,28,14,0,0.07,0.07,0,7,0,0,0.009869514,0,0.020408163,0.010204082,0.010204082,0.196777429,0.002584055,1,2,1,3,0.010526316,0,2,0,3,0
584,mobile_smartphone,nokiabetalabs,47,62,0,0.28,0.14,0.14,14,14,0.471698113,0.00734709,0.473684211,0.12244898,0.051020408,0.071428571,0.341080877,0.014097714,0.333333333,3.333333333,18,22,0.063157895,0.063157895,14,12,16,12
584,mobile_smartphone,androidandme,18,96,0,0.57,0.19,0.38,19,38,0.617283951,0.0083809,0.425,0.214285714,0.081632653,0.132653061,0.346209913,0.008927466,0.235294118,2.523809524,25,28,0.021052632,0.094736842,2,32,7,59
584,mobile_smartphone,chetansharma,90,564,0,0.68,0.24,0.44,24,44,0.641025641,0.011511344,0.511111111,0.255102041,0.132653061,0.12244898,0.409297052,0.027891164,0.470588235,10.84,181,90,0.052631579,0.231578947,9,83,28,194
584,mobile_smartphone,CrackBerry,46,181,0,0.15,0.12,0.03,12,3,0.363636364,0.009360448,0.25,0.112244898,0.030612245,0.081632653,0.326566797,0.006989678,0.222222222,3.090909091,7,27,0.021052632,0.010526316,7,1,17,2
584,mobile_smartphone,SamsungMobileUS,26,77,0,0.61,0.28,0.33,28,33,0.598802395,0.012792393,0.694444444,0.295918367,0.132653061,0.163265306,0.371338051,0.020861894,0.260869565,5.75862069,47,120,0.084210526,0.063157895,24,22,37,40
584,mobile_smartphone,andreascon,77,340,0,0.31,0.18,0.13,18,13,0.531914894,0.007483403,0.476190476,0.204081633,0.071428571,0.132653061,0.395243934,0.004060172,0.25,8.8,38,138,0.073684211,0.084210526,33,33,37,49
584,mobile_smartphone,peggyanne,89,937,0,0.47,0.24,0.23,24,23,0.549450549,0.008789249,0.566666667,0.367346939,0.163265306,0.204081633,0.455900182,0.012090313,0.565217391,11.61111111,129,289,0.073684211,0.126315789,29,32,30,36
584,mobile_smartphone,mtrends,12,948,0,1.05,0.37,0.68,37,68,0.757575758,0.015494391,0.544117647,0.295918367,0.112244898,0.183673469,0.436454203,0.004401344,0.380952381,4.275862069,47,77,0.126315789,0.105263158,26,28,42,44
584,mobile_smartphone,twittermobile,93,15,0,0.08,0.08,0,8,0,0,0.005726822,0,0.020408163,0,0.020408163,0.295725838,0.001684694,0,1,0,2,0,0,0,0,13,5
584,mobile_smartphone,OneLouderApps,53,6,0,0.71,0.37,0.34,37,34,0.602409639,0.016597119,0.479166667,0.020408163,0.010204082,0.010204082,0.264631715,0.001794944,0,1,1,1,0,0.031578947,0,3,1,13
584,mobile_smartphone,AndroidDev,4,5,0,0.23,0.23,0,23,0,0,0.015665471,0,0.030612245,0.020408163,0.010204082,0.198902455,0.003086384,0,2.666666667,7,1,0.042105263,0.010526316,8,4,53,14
584,mobile_smartphone,BlackBerryHelp,97,392,0,0.23,0.1,0.13,10,13,0.529100529,0.006594698,0.352941176,0.06122449,0.040816327,0.020408163,0.281626412,0.036686455,0.5,81.83333333,467,24,0.021052632,0.010526316,6,15,6,16
584,mobile_smartphone,FierceWireless,66,243,0,0.65,0.29,0.36,29,36,0.609756098,0.013270429,0.477272727,0.255102041,0.132653061,0.12244898,0.38054478,0.017301234,0.086956522,6.92,87,86,0.021052632,0.105263158,17,55,18,123
584,mobile_smartphone,windowsphone,13,242,0,0.46,0.29,0.17,29,17,0.529100529,0.021177991,0.352941176,0.295918367,0.173469388,0.12244898,0.358333995,0.027615255,0.318181818,11.34482759,86,243,0.115789474,0.105263158,46,30,124,92
584,mobile_smartphone,pocketnowtweets,59,130,0,0.39,0.17,0.22,17,22,0.531914894,0.008639998,0.3,0.071428571,0.051020408,0.020408163,0.254397339,0.003532544,0,2.285714286,13,3,0,0,0,0,7,0
584,mobile_smartphone,INQMobile,73,114,0,0.31,0.16,0.15,16,15,0.540540541,0.007122272,0.722222222,0.071428571,0.040816327,0.030612245,0.326566797,0.006721937,0.166666667,1,4,3,0,0.021052632,0,2,0,3
584,mobile_smartphone,FlurryMobile,76,209,0,0.33,0.16,0.17,16,17,0.546448087,0.007085615,0.736842105,0.112244898,0.06122449,0.051020408,0.328899417,0.003079635,0,1.909090909,16,5,0.010526316,0.021052632,1,2,7,9
584,mobile_smartphone,AAS,32,223,0,0.52,0.28,0.24,28,24,0.564971751,0.013027943,0.485714286,0.234693878,0.132653061,0.102040816,0.385321493,0.023942724,0.4375,3.347826087,41,36,0.094736842,0.052631579,49,31,50,31
584,mobile_smartphone,googlemobileads,7,361,0,0.3,0.2,0.1,20,10,0.520833333,0.007987012,0.111111111,0.102040816,0.040816327,0.06122449,0.306972789,0.002733989,0.111111111,3.8,9,29,0.031578947,0.010526316,3,1,13,3
584,mobile_smartphone,MobileEntBiz,82,734,0,0.17,0.15,0.02,15,2,0.427350427,0.006100769,0.133333333,0.132653061,0.102040816,0.030612245,0.35149556,0.004014399,0.181818182,2.692307692,32,3,0.031578947,0.021052632,3,2,6,2
584,mobile_smartphone,androidcentral,17,158,0,0.34,0.22,0.12,22,12,0.476190476,0.010976584,0.096774194,0.214285714,0.163265306,0.051020408,0.336101594,0.025663929,0.235294118,1.523809524,26,6,0.010526316,0.126315789,1,41,3,58
584,mobile_smartphone,phandroid,60,164,0,0.27,0.16,0.11,16,11,0.4784689,0.006542484,0.173913043,0.12244898,0.081632653,0.040816327,0.303933455,0.003419545,0.090909091,1.5,14,4,0,0.031578947,0,3,2,5
584,mobile_smartphone,MCommerceDaily,79,2062,0,0.22,0.11,0.11,11,11,0.492610837,0.00589055,0.375,0.051020408,0.040816327,0.010204082,0.3312656,0.011985069,0.25,5.2,25,1,0.042105263,0,13,0,31,0
584,mobile_smartphone,markguim,71,22,0,0.44,0.2,0.24,20,24,0.555555556,0.009705542,0.294117647,0.153061224,0.051020408,0.102040816,0.344913246,0.007926204,0.363636364,5.533333333,8,75,0.010526316,0.126315789,1,25,1,37
584,mobile_smartphone,pgolding,99,296,0,0.6,0.23,0.37,23,37,0.609756098,0.009111339,0.578947368,0.224489796,0.102040816,0.12244898,0.409297052,0.003338703,0.466666667,3.636363636,19,61,0.031578947,0.105263158,4,16,6,40
584,mobile_smartphone,GoogleMobile,3,71,0,0.28,0.25,0.03,25,3,0.03,0.020365468,0.037037037,0.071428571,0.030612245,0.040816327,0.246234858,0.004232287,0.4,1.285714286,5,4,0.021052632,0.031578947,4,4,33,10
584,mobile_smartphone,WirelessWeek,23,384,0,1.36,0.4,0.96,40,96,0.961538462,0.015708717,0.416666667,0.051020408,0.040816327,0.010204082,0.248896856,0.003864245,0,3.2,15,1,0.010526316,0.031578947,1,3,2,5
584,mobile_smartphone,nimbuzz,86,53,0,0.56,0.15,0.41,15,41,0.628930818,0.009351636,0.272727273,0.12244898,0.051020408,0.071428571,0.338572929,0.003798059,0.2,2.416666667,14,15,0,0.010526316,0,1,0,1
584,mobile_smartphone,Appboy,64,220,0,0.22,0.12,0.1,12,10,0.526315789,0.005873382,0.833333333,0.102040816,0.020408163,0.081632653,0.362566286,0.001780041,0,1.6,3,13,0,0,0,0,4,0
584,mobile_smartphone,nokiadeveloper,61,286,0,0.8,0.3,0.5,30,50,0.666666667,0.015193151,0.568627451,0.244897959,0.051020408,0.193877551,0.449228472,0.026384476,0.263157895,9.833333333,22,214,0.094736842,0.115789474,46,76,65,81
584,mobile_smartphone,Ew4n,50,120,0,0.61,0.32,0.29,32,29,0.584795322,0.014686185,0.487804878,0.255102041,0.183673469,0.071428571,0.37742556,0.020792932,0.315789474,4.28,50,57,0.031578947,0.105263158,3,35,7,46
584,motorcycle,jonathanrea,31,19,0,0.37,0.3,0.07,30,7,0.384615385,0.017136478,0.233333333,0.323232323,0.191919192,0.131313131,0.397824398,0.020766175,0.454545455,10.125,222,102,0.117021277,0.053191489,718,39,723,40
584,motorcycle,skadamo,23,19,0,0.96,0.42,0.54,42,54,0.675675676,0.008072682,0.745454545,0.424242424,0.202020202,0.222222222,0.525937339,0.008100317,0.5,11.07142857,136,329,0.063829787,0.053191489,14,28,18,29
584,motorcycle,CycleGear,81,17,0,0.37,0.16,0.21,16,21,0.543478261,0.003989508,0.233333333,0.060606061,0.03030303,0.03030303,0.376886272,0.002141921,0.2,1.5,4,5,0.010638298,0.010638298,1,1,1,1
584,motorcycle,AtlasRider,57,139,0,0.9,0.25,0.65,25,65,0.714285714,0.005840687,0.323529412,0.282828283,0.141414141,0.141414141,0.451897617,0.002985631,0.555555556,1.928571429,25,29,0.042553191,0,5,0,5,1
584,motorcycle,lorenzo99,27,19,0,0.47,0.35,0.12,35,12,0.436681223,0.01952234,0.27027027,0.424242424,0.343434343,0.080808081,0.375366569,0.024772642,0.235294118,13.57142857,557,13,0.138297872,0.031914894,41,4,41,4
584,motorcycle,motomatters,11,19,0,1.16,0.4,0.76,40,76,0.78125,0.011172846,0.506493506,0.545454545,0.313131313,0.232323232,0.470156107,0.037772013,0.5,14.48148148,570,212,0.063829787,0.489361702,29,355,29,367
584,motorcycle,charleyboorman,63,19,0,0.2,0.18,0.02,18,2,0.289855072,0.008759265,0.052631579,0.141414141,0.121212121,0.02020202,0.316635745,0.002886584,0,1.5,19,2,0.053191489,0.021276596,6,2,21,39
584,motorcycle,Kawasaki_JPN,74,0,0,0.04,0.02,0.02,2,2,0.348432056,0.002022759,1,0.01010101,0,0.01010101,0.01010101,0.001750941,0,2,0,2,0.010638298,0,57,0,57,0
584,motorcycle,mattrobertsbbc,53,10,0,0.56,0.31,0.25,31,25,0.497512438,0.020865215,0.4,0.424242424,0.181818182,0.242424242,0.425072644,0.012586335,0.615384615,10.78571429,171,282,0.127659574,0.031914894,78,4,83,4
584,motorcycle,FieryPinkGirl,25,47,0,0.79,0.34,0.45,34,45,0.632911392,0.006330684,0.717391304,0.363636364,0.252525253,0.111111111,0.465454545,0.048312181,0.384615385,43.30555556,1292,267,0.042553191,0.287234043,6,143,6,228
584,motorcycle,yamaharacingcom,42,4,0,0.26,0.18,0.08,18,8,0.4784689,0.007703181,0.181818182,0.060606061,0.050505051,0.01010101,0.272195641,0.002107324,0,2.666666667,14,2,0.095744681,0,15,0,15,0
584,motorcycle,GearChic,94,19,0,0.25,0.15,0.1,15,10,0.495049505,0.003873971,0.315789474,0.343434343,0.141414141,0.202020202,0.508693492,0.010647203,0.47826087,11.23529412,124,258,0.074468085,0.095744681,21,21,21,22
584,motorcycle,MotoUSA,8,19,0,0.89,0.34,0.55,34,55,0.680272109,0.008392118,0.348484848,0.313131313,0.171717172,0.141414141,0.465454545,0.005368914,0.291666667,2.935483871,35,56,0.063829787,0.127659574,29,21,29,22
584,motorcycle,harleydavidson,3,19,0,0.53,0.32,0.21,32,21,0.537634409,0.007477482,0.432432432,0.171717172,0.080808081,0.090909091,0.428990364,0.010225882,0.307692308,7.352941176,96,29,0.074468085,0.031914894,18,20,28,33
584,motorcycle,BenBostrom,30,19,0,0.42,0.32,0.1,32,10,0.387596899,0.020218703,0.2,0.292929293,0.141414141,0.151515152,0.413737374,0.013136293,0.526315789,5.137931034,82,67,0.074468085,0.053191489,7,6,14,14
584,motorcycle,BikeEXIF,2,367,0,0.73,0.37,0.36,37,36,0.591715976,0.007629841,0.697674419,0.333333333,0.151515152,0.181818182,0.492544493,0.004122657,0.434782609,4.060606061,49,85,0.095744681,0.106382979,40,26,44,36
584,motorcycle,DucatiMotor,26,12,0,0.46,0.29,0.17,29,17,0.520833333,0.016307262,0.393939394,0.222222222,0.141414141,0.080808081,0.386269332,0.006258371,0.375,5.772727273,47,80,0.117021277,0.085106383,56,96,56,96
584,motorcycle,FalconMC,35,19,0,0.17,0.16,0.01,16,1,0.436681223,0.0035367,0.0625,0.01010101,0,0.01010101,0.32885953,0.001750941,0,2,0,2,0.031914894,0,5,0,6,1
584,motorcycle,chesshirecat,87,19,0,1,0.41,0.59,41,59,0.699300699,0.007943512,0.694915254,0.464646465,0.242424242,0.222222222,0.503194103,0.019575698,0.4375,18.19565217,483,354,0.031914894,0.20212766,14,26,14,29
584,motorcycle,ianwheeler,78,19,0,0.53,0.24,0.29,24,29,0.546448087,0.012118871,0.325,0.494949495,0.262626263,0.232323232,0.427022519,0.052246806,0.633333333,22.18367347,644,443,0.063829787,0.255319149,61,95,61,105
584,motorcycle,texastornado5,36,19,0,0.45,0.35,0.1,35,10,0.462962963,0.020128084,0.125,0.373737374,0.282828283,0.090909091,0.35261708,0.026942072,0.275862069,6.594594595,174,70,0.085106383,0.021276596,17,2,18,4
584,motorcycle,Alex_66,66,6,0,0.47,0.27,0.2,27,20,0.485436893,0.015521476,0.342857143,0.333333333,0.161616162,0.171717172,0.404743083,0.007350835,0.434782609,4.939393939,56,107,0.063829787,0.031914894,12,3,12,4
584,motorcycle,calcrutchlow,91,19,0,0.45,0.26,0.19,26,19,0.421940928,0.02724611,0.551724138,0.575757576,0.313131313,0.262626263,0.445411048,0.053925607,0.628571429,13.73684211,423,360,0.170212766,0.021276596,59,2,65,4
584,motorcycle,CarlosCheca7,93,19,0,0.3,0.23,0.07,23,7,0.381679389,0.013436788,0.153846154,0.242424242,0.202020202,0.04040404,0.326634769,0.0089446,0.2,3.25,72,6,0.085106383,0,37,0,37,0
584,motorcycle,DonThavaCycles,95,19,0,0.8,0.32,0.48,32,48,0.649350649,0.006116474,0.632653061,0.232323232,0.060606061,0.171717172,0.487386959,0.002172522,0.352941176,11.08695652,18,237,0.010638298,0.021276596,1,4,1,4
584,motorcycle,rippinkitten,38,26,0,0.51,0.26,0.25,26,25,0.549450549,0.005094653,0.59375,0.313131313,0.181818182,0.131313131,0.454101996,0.028482541,0.55,29.51612903,369,546,0.085106383,0.074468085,44,9,48,18
584,motorcycle,Motoette,16,19,0,1.04,0.41,0.63,41,63,0.71942446,0.007972471,0.650793651,0.616161616,0.252525253,0.363636364,0.578204404,0.01681193,0.452380952,15.01639344,414,502,0.085106383,0.117021277,35,22,35,23
584,motorcycle,hondaproracing,58,13,0,0.25,0.17,0.08,17,8,0.401606426,0.006143104,0.19047619,0.080808081,0.04040404,0.04040404,0.331284374,0.001955693,0.142857143,3,6,18,0.074468085,0.085106383,36,702,36,702
584,motorcycle,EverydayRiding,56,19,0,0.91,0.3,0.61,30,61,0.709219858,0.006120064,0.444444444,0.323232323,0.131313131,0.191919192,0.487386959,0.007886971,0.523809524,10.03125,79,242,0.031914894,0.031914894,9,7,9,7
584,motorcycle,wanderingbiker,60,19,0,0.53,0.27,0.26,27,26,0.564971751,0.005799945,0.962962963,0.050505051,0.050505051,0,0,0.002084219,0,1.8,9,0,0.010638298,0.010638298,1,1,5,1
584,motorcycle,Meligirl13,90,10,0,0.29,0.2,0.09,20,9,0.401606426,0.006819226,0.115384615,0.222222222,0.131313131,0.090909091,0.396131528,0.008427789,0.571428571,5.136363636,66,47,0.042553191,0.021276596,8,2,8,3
584,motorcycle,BikersWelcomeUS,1,833,0,1.16,0.39,0.77,39,77,0.8,0.00749327,0.506493506,0.222222222,0.080808081,0.141414141,0.467793513,0.004569484,0.375,4.545454545,30,70,0.031914894,0.010638298,3,1,3,1
584,motorcycle,MotorcycleHeads,61,19,0,0.44,0.24,0.2,24,20,0.543478261,0.005457627,0.692307692,0.03030303,0.03030303,0,0,0.001794078,0,1,3,0,0.021276596,0,8,0,8,0
584,motorcycle,Asphalt_Rubber,6,80,0,1.13,0.43,0.7,43,70,0.757575758,0.009146326,0.486842105,0.444444444,0.222222222,0.222222222,0.505928854,0.009744306,0.375,9.477272727,234,183,0.117021277,0.159574468,84,31,84,31
584,motorcycle,2WheelTuesday,20,19,0,0.9,0.44,0.46,44,46,0.641025641,0.008163612,0.956521739,0.414141414,0.101010101,0.313131313,0.547593583,0.003473837,0.205882353,2.926829268,19,101,0.063829787,0.074468085,9,8,9,8
584,motorcycle,EatSleepRide,17,353,0,1.11,0.46,0.65,46,65,0.729927007,0.009315656,0.681818182,0.363636364,0.121212121,0.242424242,0.53809774,0.005192588,0.384615385,5.25,69,120,0.053191489,0.085106383,15,19,15,19
584,motorcycle,realleonhaslam,29,19,0,0.39,0.27,0.12,27,12,0.392156863,0.021829648,0.181818182,0.363636364,0.181818182,0.181818182,0.387878788,0.015087888,0.5,6.055555556,124,94,0.074468085,0.085106383,15,11,15,11
584,motorcycle,BikerSwag,101,48,0,0.75,0.32,0.43,32,43,0.625,0.005946455,0.630434783,0.434343434,0.171717172,0.262626263,0.508693492,0.005096851,0.535714286,12.51162791,63,475,0.063829787,0,11,0,11,0
584,motorcycle,SuzukiScoop,49,48,0,0.28,0.19,0.09,19,9,0.502512563,0.004235479,0.217391304,0.212121212,0.080808081,0.131313131,0.484848485,0.004755938,0.3125,3.428571429,39,33,0.031914894,0.063829787,4,19,13,38
584,motorcycle,chrisvermeulen7,40,19,0,0.35,0.2,0.15,20,15,0.448430493,0.010591976,0.25,0.171717172,0.080808081,0.090909091,0.334859385,0.002304601,0.214285714,1.823529412,13,18,0.031914894,0,6,0,6,1
584,motorcycle,fiatyamahateam,55,19,0,0.63,0.21,0.42,21,42,0.613496933,0.007405024,0.285714286,0.141414141,0.04040404,0.101010101,0.427022519,0.002271288,0.272727273,24.71428571,75,271,0.085106383,0.031914894,49,36,52,37
584,motorcycle,carlfogarty,98,6,0,0.39,0.26,0.13,26,13,0.502512563,0.015110284,0.3,0.333333333,0.191919192,0.141414141,0.435004248,0.015688065,0.5,4.424242424,74,72,0.074468085,0.010638298,13,1,14,1
